generation_project,timestamp,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,tp_weight_in_year_hrs,period,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,ChargeStorage_MW,Store_GWh_typical_yr,Discharge_GWh_typical_yr,is_storage
AMOYA,2023_Q3_labor_1h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_2h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_3h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_4h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,0.00143,0.00011184642857142859,0.15546653571428573,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_5h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_6h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_7h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_8h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_9h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
AMOYA,2023_Q3_labor_10h,AMOYA,RunOfRiver,Surocciden,Water,78.21428571428572,2023,80.0,6.257142857142858,8697.42857142857,0.0,80.0,8978400.293696908,3502400.0,,,,False
