TRANS_TIMEPOINTS_1,TRANS_TIMEPOINTS_2,TRANS_TIMEPOINTS_3,DispatchTx
Antioquia,Caribe,1518,1032.1561
Antioquia,Caribe,1519,1055.0
Antioquia,Caribe,1520,1055.0
Antioquia,Caribe,1521,1055.0
Antioquia,Caribe,1522,1055.0
Antioquia,Caribe,1523,1055.0
Antioquia,Caribe,1524,1055.0
Antioquia,Caribe,1525,1055.0
Antioquia,Caribe,1526,1055.0
Antioquia,Caribe,1527,1055.0
Antioquia,Caribe,1528,1055.0
Antioquia,Caribe,1529,1055.0
Antioquia,Caribe,1530,1055.0
Antioquia,Caribe,1531,1055.0
Antioquia,Caribe,1532,1055.0
Antioquia,Caribe,1533,1055.0
Antioquia,Caribe,1534,1055.0
Antioquia,Caribe,1535,1055.0
Antioquia,Caribe,1536,1055.0
Antioquia,Caribe,2305,0.0
Antioquia,Caribe,2306,0.0
Antioquia,Caribe,2307,0.0
Antioquia,Caribe,2308,0.0
Antioquia,Caribe,2309,0.0
Antioquia,Caribe,2310,0.0
Antioquia,Caribe,2311,0.0
Antioquia,Caribe,2312,0.0
Antioquia,Caribe,2313,0.0
Antioquia,Caribe,2314,0.0
Antioquia,Caribe,2315,0.0
Antioquia,Caribe,2316,0.0
Antioquia,Caribe,2317,0.0
Antioquia,Caribe,2318,0.0
Antioquia,Caribe,2319,0.0
Antioquia,Caribe,2320,0.0
Antioquia,Caribe,2321,9.9048104
Antioquia,Caribe,2322,52.828128
Antioquia,Caribe,2323,0.0
Antioquia,Caribe,2324,174.35487
Antioquia,Caribe,2325,265.83586
Antioquia,Caribe,2326,230.36447
Antioquia,Caribe,2327,26.197781
Antioquia,Caribe,2328,0.0
Antioquia,Caribe,2329,135.91471
Antioquia,Caribe,2330,179.97073
Antioquia,Caribe,2331,41.054308
Antioquia,Caribe,2332,0.0
Antioquia,Caribe,2333,0.0
Antioquia,Caribe,2334,0.0
Antioquia,Caribe,2335,0.0
Antioquia,Caribe,2336,0.0
Antioquia,Caribe,2337,0.0
Antioquia,Caribe,2338,0.0
Antioquia,Caribe,2339,0.0
Antioquia,Caribe,2340,0.0
Antioquia,Caribe,2341,0.0
Antioquia,Caribe,2342,0.0
Antioquia,Caribe,2343,0.0
Antioquia,Caribe,2344,63.250827
Antioquia,Caribe,2345,233.54025
Antioquia,Caribe,2346,291.54407
Antioquia,Caribe,2347,121.92085
Antioquia,Caribe,2348,577.74838
Antioquia,Caribe,2349,649.8246
Antioquia,Caribe,2350,587.85271
Antioquia,Caribe,2351,476.89177
Antioquia,Caribe,2352,342.48709
