gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Thermal,GASIMPOR,2028,3.3640010962048265e-07,0.002465674017807854,0.00016593930439079988,887.0,101778213.32931766,127036140.0,680185133084.3066,4.329406876862682e-11,0.0,0.0
Thermal,GASIMPOR,2029,3.53406240930142e-07,0.002590471929481669,0.00017441972208126472,887.0,101778213.32931766,127036140.0,647454195290.0543,4.548272625521124e-11,0.0,0.0
Thermal,GASIMPOR,2030,4.2506193604488174e-07,0.0031136324650353543,0.0002079895242042813,887.0,101778213.32931766,127036140.0,538308265053.0982,5.4704681014563694e-11,0.0,0.0
Thermal,GASIMPOR,2031,4.5708069722545884e-07,0.0033472635045055437,0.00022297139441298288,887.0,101778213.32931766,127036140.0,500599466837.25385,5.88254360583181e-11,0.0,0.0
Thermal,GASIMPOR,2032,4.533478698237971e-07,0.003320725214164909,0.00022173143552414685,887.0,101778213.32931766,127036140.0,504721359828.09784,5.834502811073664e-11,0.0,0.0
Thermal,GASIMPOR,2033,4.303870203326583e-07,0.0031538430624443903,0.00021156742222513386,887.0,101778213.32931766,127036140.0,531647894854.2974,5.539000946351642e-11,0.0,0.0
Thermal,GASIMPOR,2034,3.922534500764566e-07,0.0028756344477396316,0.00019403252063225038,887.0,101778213.32931766,127036140.0,583332927441.6672,5.048228985864524e-11,0.0,0.0
Thermal,GASIMPOR,2035,4.286072187746129e-07,0.0031417338984822446,0.0002115652352510296,887.0,101778213.32931766,127036140.0,533855575243.5507,5.5160952311497485e-11,0.0,0.0
Thermal,GASNACIO,2023,4144.554488627953,29343445.779454455,1938712.5279702563,2140.0,387975882.69127166,306490800.0,174.64123839046016,0.22108535444821154,0.0,0.0
Thermal,GASNACIO,2024,1025.0975398661612,7257690.582228092,510612.1913227801,2140.0,387975882.69127166,306490800.0,684.5440028712959,0.05468236780748095,0.0,0.0
Thermal,GASNACIO,2025,1247.9205907733829,8835277.782646233,628255.4573341619,2140.0,387975882.69127166,306490800.0,563.5790976395825,0.06656854600207947,0.0,0.0
Thermal,GASNACIO,2026,98.23714201161468,695518.9654301326,50268.58141973978,2140.0,387975882.69127166,306490800.0,7076.368341156667,0.005240320382132818,0.0,0.0
Thermal,GASNACIO,2027,98.23714526808261,695518.9884839033,50268.58312291966,2140.0,387975882.69127166,306490800.0,7076.368106816462,0.005240320555844461,0.0,0.0
Thermal,GASNACIO,2028,2.5992873366667115e-06,0.018392529173805253,0.0012774358509888939,2140.0,387975882.69127166,306490800.0,267175803503.2165,1.386552797692736e-10,0.0,0.0
Thermal,GASNACIO,2029,29.72176374363931,210430.08729198694,14488.309495954318,2140.0,387975882.69127166,306490800.0,23372.674608761397,0.0015854651423014181,0.0,0.0
Thermal,GASNACIO,2030,125.29413299667686,887082.4615988365,63358.6035278582,2140.0,387975882.69127166,306490800.0,5549.77115465824,0.006683637018130246,0.0,0.0
Thermal,GASNACIO,2031,237.29941214721705,1680079.8379825542,117144.97096046625,2140.0,387975882.69127166,306490800.0,2933.6219429712496,0.012658399060471184,0.0,0.0
Thermal,GASNACIO,2032,142.42739174054478,1008385.9335040627,70179.41734972635,2140.0,387975882.69127166,306490800.0,4883.0148479563495,0.007597586296064564,0.0,0.0
Thermal,GASNACIO,2033,149.93909041355127,1061568.760111223,72259.90700288478,2140.0,387975882.69127166,306490800.0,4638.738634021499,0.007998287159857426,0.0,0.0
Thermal,GASNACIO,2034,272.5364101451665,1929557.7838137168,133609.49742809552,2140.0,387975882.69127166,306490800.0,2555.241114771234,0.014538066516513378,0.0,0.0
Thermal,GASNACIO,2035,110.09214910109625,779452.4156196674,52355.18841263639,2140.0,387975882.69127166,306490800.0,6315.129105786238,0.0058727088454901336,0.0,0.0
pv_solar,Solar,2023,1398.2708592018787,1398270.8592018788,0.0,752.17,89831666.0385282,12012154.9,73.83554560856672,0.21221261296795252,0.0,0.0
pv_solar,Solar,2024,4730.470446305971,11281732.884785691,0.0,1974.192730905823,247532867.7477116,34869626.361922175,62.08351374941107,0.2735335984992595,0.0,0.0
pv_solar,Solar,2025,4935.7773470863685,11281732.874789316,0.0,2084.1927309112884,259712620.34690285,36473426.3620481,62.29368911165353,0.2703420342460702,0.0,0.0
pv_solar,Solar,2026,5002.499805079375,9313369.810504066,0.0,2302.1927310095584,283741896.19312435,39661670.363403894,66.51013479884645,0.24805117916169483,0.0,0.0
pv_solar,Solar,2027,5310.354894283309,9754665.88313759,0.0,2430.192731202801,295867203.48826504,41258342.365864605,65.32147448576177,0.24944725116828412,0.0,0.0
pv_solar,Solar,2028,5460.329239510535,9185525.244871533,0.0,2558.1927313972255,307080748.83247143,42734950.36819647,65.74717543547253,0.24365844215007273,0.0,0.0
pv_solar,Solar,2029,5747.174198617712,9552082.082010362,0.0,2681.1927315930307,317040915.25482833,44046499.37044953,64.49073647296667,0.24469338077298589,0.0,0.0
pv_solar,Solar,2030,7045.318812035204,16558188.555034764,0.0,2944.6417345296118,356329523.67167497,51231478.409535035,60.19872229369392,0.2731266520233092,0.0,0.0
pv_solar,Solar,2031,7316.405861945544,16991126.612092912,0.0,3063.470003940869,365862945.16512054,52614790.02053916,59.51950589055415,0.2726340220565258,0.0,0.0
pv_solar,Solar,2032,7486.250659827365,16991126.603475433,0.0,3154.470004343005,371722587.3606969,53386379.02576268,59.054941262163126,0.27091550181317897,0.0,0.0
pv_solar,Solar,2033,7633.698345234779,16991126.599315494,0.0,3233.4700046134258,376461438.0891198,54010400.02950597,58.616799417711256,0.2695020366651931,0.0,0.0
pv_solar,Solar,2034,8088.024123197221,18943201.32391812,0.0,3313.470005371825,380931882.2916057,54599040.038152575,56.190995072603876,0.27864758803479966,0.0,0.0
pv_solar,Solar,2035,9971.197758621227,19000876.018412143,0.0,4319.98253066751,433630454.15474266,61537937.389728665,51.56544680084457,0.2634882377965566,0.0,0.0
