gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Thermal,ACPM,2032,1029.0024664988146,9569722.938438976,579157.4556274791,1041.0,202347726.61909693,149092020.0,350.834406438181,0.11283961093991271,0.0,0.0
Thermal,ACPM,2033,1029.7391904043052,9576574.47076004,579575.8881330712,1041.0,202347726.61909693,149092020.0,350.59005664153807,0.11292039951095333,0.0,0.0
Thermal,ACPM,2034,1029.3422123466032,9572882.57482341,579508.9510983971,1041.0,202347726.61909693,149092020.0,350.7216792080408,0.11287686720559821,0.0,0.0
Thermal,ACPM,2035,1030.8343994727838,9586759.91509689,580030.7140298203,1041.0,202347726.61909693,149092020.0,350.2274533318246,0.1130404992864237,0.0,0.0
Thermal,CARBON,2023,1758.686985483387,14757332.48087008,519444.03839611047,1627.5,255374468.35368097,233090550.0,286.1352560110275,0.12335689985083619,0.0,0.0
Thermal,CARBON,2024,2496.8293793760113,20951165.04733148,1780558.7611860042,1627.5,255374468.35368097,233090550.0,204.0252279986876,0.1751312963811215,0.0,0.0
Thermal,CARBON,2025,2501.2150161892314,20987965.399598397,1775571.6242108718,1627.5,255374468.35368097,233090550.0,203.68220263184935,0.17543891141757542,0.0,0.0
Thermal,CARBON,2026,2497.17884229408,20954097.428428423,1781619.522106099,1627.5,255374468.35368097,233090550.0,203.99785035585276,0.17515580822577698,0.0,0.0
Thermal,CARBON,2027,2497.584960745608,20957505.212226953,1778587.725981769,1627.5,255374468.35368097,233090550.0,203.96604382732554,0.17518429397313637,0.0,0.0
Thermal,CARBON,2028,2502.5184340651713,20998902.519799728,1781581.8984491583,1627.5,255374468.35368097,233090550.0,203.58048673627198,0.17553033507039895,0.0,0.0
Thermal,CARBON,2029,2499.8118930764567,20976191.64198392,1779170.445837605,1627.5,255374468.35368097,233090550.0,203.7918178590263,0.17534049429233955,0.0,0.0
Thermal,CARBON,2030,2496.517507928376,20948548.100323834,1774545.365785773,1627.5,255374468.35368097,233090550.0,204.04966712078823,0.17510942125766296,0.0,0.0
Thermal,CARBON,2031,2495.5679974032237,20940580.654934507,1772786.097618721,1627.5,255374468.35368097,233090550.0,204.1241110395229,0.17504282118856296,0.0,0.0
Thermal,CARBON,2032,2494.8260022556974,20934354.4934961,1770623.9475687614,1627.5,255374468.35368097,233090550.0,204.18232469382778,0.17499077655420864,0.0,0.0
Thermal,CARBON,2033,2496.2328642095863,20946159.624130256,1770213.5276480485,1627.5,255374468.35368097,233090550.0,204.07197793187956,0.17508945592727632,0.0,0.0
Thermal,CARBON,2034,2500.0738864941186,20978390.057053883,1772725.3217706643,1627.5,255374468.35368097,233090550.0,203.7713409842991,0.17535887089718785,0.0,0.0
Thermal,CARBON,2035,2493.453185470114,20922835.039546996,1766419.5682294313,1627.5,255374468.35368097,233090550.0,204.29012117072824,0.17489448515947462,0.0,0.0
Thermal,COMBUSTOLEO,2023,87.0358899832041,809433.7768437982,90605.36521179343,178.0,20395980.66718305,25493160.0,536.543883828138,0.05581799932225391,0.0,0.0
Thermal,COMBUSTOLEO,2024,309.82466946075454,2881369.425985017,322854.5625334115,178.0,20395980.66718305,25493160.0,157.41325627185356,0.19869726377607258,0.0,0.0
Thermal,COMBUSTOLEO,2025,309.1781958198398,2875357.2211245107,322170.6131437983,178.0,20395980.66718305,25493160.0,157.72295248376105,0.1982826662432916,0.0,0.0
Thermal,COMBUSTOLEO,2026,310.5820492826041,2888413.0583282188,323641.23996304977,178.0,20395980.66718305,25493160.0,157.0520699382974,0.19918298784221183,0.0,0.0
Thermal,COMBUSTOLEO,2027,310.44972350448444,2887182.428591706,323499.2239831075,178.0,20395980.66718305,25493160.0,157.1150476320852,0.19909812445775255,0.0,0.0
Thermal,COMBUSTOLEO,2028,311.60869981284117,2897960.908259423,324708.25622469635,178.0,20395980.66718305,25493160.0,156.56527434806875,0.19984140103948048,0.0,0.0
Thermal,COMBUSTOLEO,2029,310.9888010587025,2892195.8498459337,324063.94862829533,178.0,20395980.66718305,25493160.0,156.85882048151623,0.1994438465565533,0.0,0.0
Thermal,COMBUSTOLEO,2030,310.19241998965214,2884789.505903765,323230.5934577512,178.0,20395980.66718305,25493160.0,157.2376596910843,0.19893311014676776,0.0,0.0
Thermal,COMBUSTOLEO,2031,309.9912463213564,2882918.590788615,323020.1049392906,178.0,20395980.66718305,25493160.0,157.33366614943535,0.19880409312077135,0.0,0.0
Thermal,COMBUSTOLEO,2032,309.7302184162581,2880491.0312712006,322746.2739588514,178.0,20395980.66718305,25493160.0,157.4584228423941,0.19863669027772948,0.0,0.0
Thermal,COMBUSTOLEO,2033,309.90403924109927,2882107.5649422235,322926.37730843015,178.0,20395980.66718305,25493160.0,157.37532286303048,0.19874816533342263,0.0,0.0
Thermal,COMBUSTOLEO,2034,310.8419307212776,2890829.955707882,323905.86705804226,178.0,20395980.66718305,25493160.0,156.9285408493696,0.19934965543153094,0.0,0.0
Thermal,COMBUSTOLEO,2035,309.69052573203345,2880121.8893079115,322703.22149268864,178.0,20395980.66718305,25493160.0,157.47741213978767,0.19861123450056012,0.0,0.0
Thermal,GASIMPOR,2023,4749.296051692106,33625016.045980096,1862127.0506140422,835.0,95661453.12922928,119588700.0,52.40253849547634,0.6492899203910132,0.0,0.0
Thermal,GASIMPOR,2024,1070.147470135202,7827031.056709254,526109.4478437273,887.0,101778213.32931766,127036140.0,221.12969566346757,0.13772599009219955,0.0,0.0
Thermal,GASIMPOR,2025,1073.3402056509533,7849820.935710965,527318.7628749419,887.0,101778213.32931766,127036140.0,220.49316052732587,0.1381368892180498,0.0,0.0
Thermal,GASIMPOR,2026,1070.1155201508905,7826868.604272465,526188.4438198432,887.0,101778213.32931766,127036140.0,221.13614603049842,0.13772187818861104,0.0,0.0
Thermal,GASIMPOR,2027,1072.2183522575472,7841980.410365514,527057.6805504707,887.0,101778213.32931766,127036140.0,220.7165483051145,0.1379925087717496,0.0,0.0
Thermal,GASIMPOR,2028,1069.275000331621,7821342.134535796,526089.850880039,887.0,101778213.32931766,127036140.0,221.30480502252848,0.13761370485032673,0.0,0.0
Thermal,GASIMPOR,2029,1070.8791930607495,7832624.744657863,526655.5813015784,887.0,101778213.32931766,127036140.0,220.98382301891536,0.13782016147250611,0.0,0.0
Thermal,GASIMPOR,2030,1074.894776799888,7861178.8756925035,528180.4426601008,887.0,101778213.32931766,127036140.0,220.18483791467136,0.13833695963510056,0.0,0.0
Thermal,GASIMPOR,2031,1076.3611259911554,7871622.2899293015,528753.3760456999,887.0,101778213.32931766,127036140.0,219.89457804070847,0.13852567605019678,0.0,0.0
Thermal,GASIMPOR,2032,1078.1424882031156,7884325.195285628,529452.7809552989,887.0,101778213.32931766,127036140.0,219.5430391757371,0.13875493405547343,0.0,0.0
Thermal,GASIMPOR,2033,1078.2854493772425,7885436.333678715,529562.2736941088,887.0,101778213.32931766,127036140.0,219.51496220198555,0.13877333289283075,0.0,0.0
Thermal,GASIMPOR,2034,1075.8108914863265,7868045.216661688,528740.9056053373,887.0,101778213.32931766,127036140.0,220.00372037410966,0.138454861892265,0.0,0.0
Thermal,GASIMPOR,2035,1081.5692153471985,7908889.64185447,530894.7204993044,887.0,101778213.32931766,127036140.0,218.87017456869899,0.13919594746891917,0.0,0.0
Thermal,GASNACIO,2023,3635.250485877324,25715761.89467205,1592637.1755584197,2140.0,387975882.69127166,306490800.0,198.11081722808333,0.1939172580269984,0.0,0.0
Thermal,GASNACIO,2024,2503.646608488772,17700777.609278884,1190411.069294159,2140.0,387975882.69127166,306490800.0,284.4520699869949,0.13355346138398688,0.0,0.0
Thermal,GASNACIO,2025,2508.970571305452,17738370.254789554,1192604.6529091233,2140.0,387975882.69127166,306490800.0,283.86345423553183,0.13383746059539173,0.0,0.0
Thermal,GASNACIO,2026,2497.2497918765303,17655602.587826133,1187436.3581623577,2140.0,387975882.69127166,306490800.0,285.1626167296551,0.13321223231535279,0.0,0.0
Thermal,GASNACIO,2027,2500.1130374593504,17675824.901058473,1188633.514379884,2140.0,387975882.69127166,306490800.0,284.84412381450534,0.13336496807170176,0.0,0.0
Thermal,GASNACIO,2028,2491.716546759101,17616430.360626094,1185038.1155359505,2140.0,387975882.69127166,306490800.0,285.7801438041106,0.13291706923777902,0.0,0.0
Thermal,GASNACIO,2029,2495.45401801952,17642803.106071636,1186642.934163344,2140.0,387975882.69127166,306490800.0,285.3626957881189,0.13311643931738995,0.0,0.0
Thermal,GASNACIO,2030,2503.0249063579677,17696326.60996452,1189836.621606435,2140.0,387975882.69127166,306490800.0,284.52094403545937,0.13352029756955824,0.0,0.0
Thermal,GASNACIO,2031,2505.2745952089317,17712223.07655602,1190763.1406380623,2140.0,387975882.69127166,306490800.0,284.2717948482746,0.13364030401618077,0.0,0.0
Thermal,GASNACIO,2032,2508.0921727352907,17732130.48338502,1191933.5301631214,2140.0,387975882.69127166,306490800.0,283.960382683202,0.1337906036751211,0.0,0.0
Thermal,GASNACIO,2033,2507.4359462122693,17727472.03533989,1191636.7655304833,2140.0,387975882.69127166,306490800.0,284.03284072019926,0.13375559820617655,0.0,0.0
Thermal,GASNACIO,2034,2501.2732212024634,17683883.49936571,1189031.9072751014,2140.0,387975882.69127166,306490800.0,284.71522429216174,0.13342685642056415,0.0,0.0
Thermal,GASNACIO,2035,2512.689357239091,17764575.0421115,1193866.7526508209,2140.0,387975882.69127166,306490800.0,283.4537646611332,0.13403583393286658,0.0,0.0
pv_solar,Solar,2023,5257.351946704884,5257351.946704883,0.0,752.17,89831666.0385282,12012154.9,20.371695479196557,0.7978971932084846,0.0,0.0
pv_solar,Solar,2024,26544.849768010332,57258276.92565956,0.0,12368.190719179678,1590477661.3477259,226581471.75569254,70.60945631298509,0.24500220449244348,0.0,0.0
pv_solar,Solar,2025,27268.54317290718,57552746.44448277,0.0,13392.784736992957,1736066013.769697,250358375.93407407,74.95732805333947,0.23242719533670367,0.0,0.0
pv_solar,Solar,2026,26899.966054597866,55643429.22613645,0.0,14323.245530412072,1867358869.8068721,272166856.3531849,81.60490429358684,0.2143908218386529,0.0,0.0
pv_solar,Solar,2027,27017.466321326683,55766533.52556882,0.0,15173.42455404968,1985880913.681717,292402794.6877217,86.39041922493624,0.20326233159384816,0.0,0.0
pv_solar,Solar,2028,27250.71743811296,55838919.354655825,0.0,16019.696621941244,2100937205.576941,312228124.4014341,90.60327512257976,0.1941867293962715,0.0,0.0
pv_solar,Solar,2029,27365.665375039327,55768743.05013672,0.0,16876.117498914264,2213300049.129627,331667970.1420023,95.0364892166642,0.1851097803593914,0.0,0.0
pv_solar,Solar,2030,27747.61896203107,56020221.217250526,0.0,17731.239292889855,2321963888.9495473,350568721.7815717,98.33466560435443,0.1786415692027194,0.0,0.0
pv_solar,Solar,2031,28029.15927101516,56127078.49811575,0.0,18588.734966421773,2427699248.9723067,369051240.14595103,101.78248801656075,0.17212982602899682,0.0,0.0
pv_solar,Solar,2032,28503.633177510135,56419451.11059174,0.0,19471.045390709394,2532686255.4638433,387448336.1421651,104.42718035906924,0.1671116952651102,0.0,0.0
pv_solar,Solar,2033,28820.773957250818,57034013.36494547,0.0,20316.951212888816,2634236704.5570674,405493053.32558364,107.44901493072165,0.16193584631422067,0.0,0.0
pv_solar,Solar,2034,29329.73260910018,57962580.93974941,0.0,21049.199586422583,2728915370.3693686,422764897.6781074,109.43307570391433,0.1590627224640919,0.0,0.0
pv_solar,Solar,2035,29566.354761594503,58787280.4710069,0.0,21860.651996978257,2826495562.2348404,440421759.5353218,112.48274023151222,0.15439405254777377,0.0,0.0
