generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
CALIMA,CALIMA,Hidro,Surocciden,Water,2045,737.7612237457499,1025488.1010065924,0.0,132.0,15016320.491206313,5778960.0,29.577006611197096,0.6380251346908725,,
CALIMA,CALIMA,Hidro,Surocciden,Water,2050,737.7612317353078,1025488.1121120777,0.0,132.0,15016320.491206313,5778960.0,29.57700630594696,0.6380251416003421,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2023,7.765386916087968e-06,0.054978939365902826,0.002972527988383146,555.0,63286652.070201084,79487100.0,18385916074.49566,1.5972246731844103e-09,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2025,4.37715844001258e-06,0.03099028175528907,0.0016755412335692959,555.0,63286652.070201084,79487100.0,32617908183.552303,9.00316434245049e-10,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2030,3.4905718224184476e-06,0.024713248502722607,0.0013361629690472024,555.0,63286652.070201084,79487100.0,40902682814.872826,7.179587441726206e-10,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2035,3.335582258655652e-06,0.02361592239128201,0.0012768342039553146,555.0,63286652.070201084,79487100.0,42803247236.169044,6.860796944867438e-10,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2040,4.209772373866643e-06,0.029805188406975835,0.0016114671865371604,555.0,63286652.070201084,79487100.0,33914838955.739002,8.65887608265795e-10,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2045,4.506508098962195e-06,0.031906077340652345,0.0017250552482179367,555.0,63286652.070201084,79487100.0,31681681019.27667,9.269217365918372e-10,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2050,5.333083326605881e-06,0.03775822995236963,0.002041461632758118,555.0,63286652.070201084,79487100.0,26771333460.267612,1.0969359756892262e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2023,2.1483388917373964e-06,0.01997955169315779,0.0024953493312252794,52.0,5948280.194577146,7447440.0,6235385053.111134,4.716233956220134e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2025,9.599384351641492e-07,0.008927427447026588,0.0011149924909040383,52.0,5948280.194577146,7447440.0,13954770131.913626,2.1073464066652376e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2030,1.0960583722653095e-06,0.01019334286206738,0.0012730992008454637,52.0,5948280.194577146,7447440.0,12221721528.46614,2.4061695913797623e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2035,1.2196486987271206e-06,0.011342732898162223,0.0014166524547890187,52.0,5948280.194577146,7447440.0,10983261179.961283,2.67748660591658e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2040,1.5417467925186248e-06,0.014338245170423213,0.001790777443180196,52.0,5948280.194577146,7447440.0,8688664230.675587,3.3845863903201276e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2045,1.7102802085187496e-06,0.01590560593922437,0.001986533219199741,52.0,5948280.194577146,7447440.0,7832471044.077978,3.754566667805473e-09,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2050,9.421100594692033e-07,0.008761623553063591,0.0010942843868249664,52.0,5948280.194577146,7447440.0,14218848497.261654,2.0682078931094205e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2023,2.639309046686982e-06,0.02454557413418894,0.0026495601230243143,60.0,6874200.224865375,8593200.0,5860397541.859128,5.021516451078733e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2025,1.1764310842817816e-06,0.010940809083820571,0.0011810003426131323,60.0,6874200.224865375,8593200.0,13147731679.709166,2.2382630979485944e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2030,1.3107738567070472e-06,0.01219019686737554,0.0013158649023664974,60.0,6874200.224865375,8593200.0,11800205014.702604,2.4938619800362384e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2035,1.4398858058603837e-06,0.01339093799450157,0.0014454783223303454,60.0,6874200.224865375,8593200.0,10742102030.107855,2.73950876305248e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2040,1.8257471449500487e-06,0.016979448448035454,0.001832838346861035,60.0,6874200.224865375,8593200.0,8471819487.505211,3.4736437308790873e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2045,2.0111093259513755e-06,0.018703316731347792,0.0020189204745733706,60.0,6874200.224865375,8593200.0,7690979323.688275,3.826311502951627e-09,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2050,1.113901522413202e-06,0.01035928415844278,0.001118227915926255,60.0,6874200.224865375,8593200.0,13885787858.261877,2.119295133967279e-09,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2023,2.736728996246196e-06,0.025451579665089624,0.002680270277053637,66.0,7573500.247740526,9452520.0,6221302984.893886,4.733514937467475e-09,,
