GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
BARRANQUILL3,523,GASIMPOR,7.210102562049799e-06
BARRANQUILL3,524,GASIMPOR,7.21723867447917e-06
BARRANQUILL3,525,GASIMPOR,7.246499700289414e-06
BARRANQUILL3,526,GASIMPOR,7.217674912332869e-06
BARRANQUILL3,527,GASIMPOR,7.21064175358821e-06
BARRANQUILL3,528,GASIMPOR,7.032492456874402e-06
BARRANQUILL3,529,GASIMPOR,1.203608826636399e-06
BARRANQUILL3,530,GASIMPOR,1.2025614409463611e-06
BARRANQUILL3,531,GASIMPOR,1.2023866535320177e-06
BARRANQUILL3,532,GASIMPOR,1.0920946996719045e-06
BARRANQUILL3,533,GASIMPOR,1.091418688157023e-06
BARRANQUILL3,534,GASIMPOR,1.0921896099696484e-06
BARRANQUILL3,535,GASIMPOR,1.2020930357158954e-06
BARRANQUILL3,536,GASIMPOR,1.0912156707200103e-06
BARRANQUILL3,537,GASIMPOR,1.0910838393724768e-06
BARRANQUILL3,538,GASIMPOR,1.0910792473172765e-06
BARRANQUILL3,539,GASIMPOR,1.0910069945388156e-06
BARRANQUILL3,540,GASIMPOR,1.0916115643905447e-06
BARRANQUILL3,541,GASIMPOR,1.202402466304574e-06
BARRANQUILL3,542,GASIMPOR,1.2026193777988736e-06
BARRANQUILL3,543,GASIMPOR,1.2039557319369875e-06
BARRANQUILL3,544,GASIMPOR,1.208741101571619e-06
BARRANQUILL3,545,GASIMPOR,1.2088378283114544e-06
BARRANQUILL3,546,GASIMPOR,1.2088630663771902e-06
BARRANQUILL3,547,GASIMPOR,1.2088238088646548e-06
BARRANQUILL3,548,GASIMPOR,1.2091220440925084e-06
BARRANQUILL3,549,GASIMPOR,1.2091106881317225e-06
BARRANQUILL3,550,GASIMPOR,1.2089569298283206e-06
BARRANQUILL3,551,GASIMPOR,1.2088172832086927e-06
BARRANQUILL3,552,GASIMPOR,1.2087115176059751e-06
BARRANQUILL3,553,GASIMPOR,7.3242474230582715e-06
BARRANQUILL3,554,GASIMPOR,7.2659233044467455e-06
BARRANQUILL3,555,GASIMPOR,7.26461991131643e-06
BARRANQUILL3,556,GASIMPOR,7.26384112874772e-06
BARRANQUILL3,557,GASIMPOR,7.263418757727077e-06
BARRANQUILL3,558,GASIMPOR,7.264091491776967e-06
BARRANQUILL3,559,GASIMPOR,7.265315897403861e-06
BARRANQUILL3,560,GASIMPOR,7.264440865006534e-06
BARRANQUILL3,561,GASIMPOR,7.26444508882442e-06
BARRANQUILL3,562,GASIMPOR,7.264387729993831e-06
BARRANQUILL3,563,GASIMPOR,7.264187809858813e-06
BARRANQUILL3,564,GASIMPOR,7.264992530381627e-06
BARRANQUILL3,565,GASIMPOR,7.273454642240519e-06
BARRANQUILL3,566,GASIMPOR,7.3240823062943514e-06
BARRANQUILL3,567,GASIMPOR,7.325978049609321e-06
BARRANQUILL3,568,GASIMPOR,7.327529402064454e-06
BARRANQUILL3,569,GASIMPOR,7.328560612142177e-06
BARRANQUILL3,570,GASIMPOR,7.328764945665522e-06
BARRANQUILL3,571,GASIMPOR,7.32829360436772e-06
BARRANQUILL3,572,GASIMPOR,7.3295854980021445e-06
BARRANQUILL3,573,GASIMPOR,7.329278279649576e-06
BARRANQUILL3,574,GASIMPOR,7.328737078028703e-06
BARRANQUILL3,575,GASIMPOR,7.327678330892993e-06
BARRANQUILL3,576,GASIMPOR,7.326178600728765e-06
BARRANQUILL3,1345,GASIMPOR,8.34518485847117e-07
BARRANQUILL3,1346,GASIMPOR,8.344851694450173e-07
BARRANQUILL3,1347,GASIMPOR,8.344658311418915e-07
BARRANQUILL3,1348,GASIMPOR,8.344494876499542e-07
BARRANQUILL3,1349,GASIMPOR,8.344403027413362e-07
BARRANQUILL3,1350,GASIMPOR,8.344389843531424e-07
BARRANQUILL3,1351,GASIMPOR,8.344453535584458e-07
BARRANQUILL3,1352,GASIMPOR,8.343629937658623e-07
BARRANQUILL3,1353,GASIMPOR,8.343091497461503e-07
BARRANQUILL3,1354,GASIMPOR,8.342897100301213e-07
BARRANQUILL3,1355,GASIMPOR,8.34281468635626e-07
BARRANQUILL3,1356,GASIMPOR,8.342856220677373e-07
BARRANQUILL3,1357,GASIMPOR,8.343109121447688e-07
BARRANQUILL3,1358,GASIMPOR,8.343435613319865e-07
BARRANQUILL3,1359,GASIMPOR,8.344405185686667e-07
BARRANQUILL3,1360,GASIMPOR,8.34504576067353e-07
BARRANQUILL3,1361,GASIMPOR,8.345715142569652e-07
BARRANQUILL3,1362,GASIMPOR,8.353402038477613e-07
BARRANQUILL3,1363,GASIMPOR,8.345439843399591e-07
BARRANQUILL3,1364,GASIMPOR,8.355826660284958e-07
BARRANQUILL3,1365,GASIMPOR,8.357801153950271e-07
BARRANQUILL3,1366,GASIMPOR,8.355427360911663e-07
BARRANQUILL3,1367,GASIMPOR,8.354038420612704e-07
BARRANQUILL3,1368,GASIMPOR,8.345738124562732e-07
BARRANQUILL3,1369,GASIMPOR,6.853526644012617e-06
BARRANQUILL3,1370,GASIMPOR,6.851565264079063e-06
BARRANQUILL3,1371,GASIMPOR,6.850695729741152e-06
BARRANQUILL3,1372,GASIMPOR,6.8502056818808235e-06
BARRANQUILL3,1373,GASIMPOR,6.849940387009473e-06
BARRANQUILL3,1374,GASIMPOR,6.850196796407061e-06
BARRANQUILL3,1375,GASIMPOR,6.850754680984295e-06
BARRANQUILL3,1376,GASIMPOR,6.849710535945966e-06
BARRANQUILL3,1377,GASIMPOR,6.84924540037889e-06
BARRANQUILL3,1378,GASIMPOR,6.849227822506909e-06
BARRANQUILL3,1379,GASIMPOR,6.848915607098626e-06
BARRANQUILL3,1380,GASIMPOR,6.849160769238081e-06
BARRANQUILL3,1381,GASIMPOR,6.8497218109298295e-06
BARRANQUILL3,1382,GASIMPOR,6.850222010717261e-06
