HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_up
H_Violetas,2023_Q4_holidays,1.072343739341455e-17
H_Violetas,2024_Q1_labor,1.0723439527849957e-17
H_Violetas,2024_Q1_holidays,1.0723440023368966e-17
H_Violetas,2024_Q2_labor,1.0723438225246732e-17
H_Violetas,2024_Q2_holidays,1.0723437862191632e-17
H_Violetas,2024_Q3_labor,1.0723438194135749e-17
H_Violetas,2024_Q3_holidays,1.0723438582570704e-17
H_Violetas,2024_Q4_labor,1.0723436865909942e-17
H_Violetas,2024_Q4_holidays,1.0723437537310627e-17
H_Zeus,2023_Q1_labor,1.0723433972977537e-17
H_Zeus,2023_Q1_holidays,1.0723435866581145e-17
H_Zeus,2023_Q2_labor,1.0723433522954508e-17
H_Zeus,2023_Q2_holidays,1.0723433480842643e-17
H_Zeus,2023_Q3_labor,1.0723433370374476e-17
H_Zeus,2023_Q3_holidays,1.0723433115342234e-17
H_Zeus,2023_Q4_labor,1.0723433386833669e-17
H_Zeus,2023_Q4_holidays,1.0723433764576668e-17
H_Zeus,2024_Q1_labor,1.0723433973830086e-17
H_Zeus,2024_Q1_holidays,1.0723435912153351e-17
H_Zeus,2024_Q2_labor,1.0723433522521212e-17
H_Zeus,2024_Q2_holidays,1.0723433492194572e-17
H_Zeus,2024_Q3_labor,1.0723433369895042e-17
H_Zeus,2024_Q3_holidays,1.0723433118242904e-17
H_Zeus,2024_Q4_labor,1.0723433386265972e-17
H_Zeus,2024_Q4_holidays,1.0723433787982624e-17
INSULA,2023_Q1_labor,1.0723433102824822e-17
INSULA,2023_Q1_holidays,1.0723433103769647e-17
INSULA,2023_Q2_labor,1.0723433088702614e-17
INSULA,2023_Q2_holidays,1.072343308587416e-17
INSULA,2023_Q3_labor,1.0723433108896971e-17
INSULA,2023_Q3_holidays,1.072343310597223e-17
INSULA,2023_Q4_labor,1.0723433101304277e-17
INSULA,2023_Q4_holidays,1.0723433104598123e-17
INSULA,2024_Q1_labor,1.0723433103398537e-17
INSULA,2024_Q1_holidays,1.0723433111105572e-17
INSULA,2024_Q2_labor,1.0723433088562194e-17
INSULA,2024_Q2_holidays,1.0723433092594245e-17
INSULA,2024_Q3_labor,1.0723433108696371e-17
INSULA,2024_Q3_holidays,1.0723433112325217e-17
INSULA,2024_Q4_labor,1.0723433100856941e-17
INSULA,2024_Q4_holidays,1.0723433117460566e-17
ITUANGO,2023_Q1_labor,1.072343306731469e-17
ITUANGO,2023_Q1_holidays,1.0723433064347822e-17
ITUANGO,2023_Q2_labor,1.0723433063772101e-17
ITUANGO,2023_Q2_holidays,1.0723433061792184e-17
ITUANGO,2023_Q3_labor,1.072343306716424e-17
ITUANGO,2023_Q3_holidays,1.0723433063623658e-17
ITUANGO,2023_Q4_labor,1.072343306516025e-17
ITUANGO,2023_Q4_holidays,1.0723433062747038e-17
ITUANGO,2024_Q1_labor,1.0723433067563433e-17
ITUANGO,2024_Q1_holidays,1.0723433070616559e-17
ITUANGO,2024_Q2_labor,1.0723433063549436e-17
ITUANGO,2024_Q2_holidays,1.0723433066239477e-17
ITUANGO,2024_Q3_labor,1.0723433066724926e-17
ITUANGO,2024_Q3_holidays,1.072343307268474e-17
ITUANGO,2024_Q4_labor,1.0723433064853334e-17
ITUANGO,2024_Q4_holidays,1.0723433073408905e-17
JAGUAS,2023_Q1_labor,1.0723433072369798e-17
JAGUAS,2023_Q1_holidays,1.0723433071288567e-17
JAGUAS,2023_Q2_labor,1.0723433077800028e-17
JAGUAS,2023_Q2_holidays,1.0723433070787069e-17
JAGUAS,2023_Q3_labor,1.0723433067477175e-17
JAGUAS,2023_Q3_holidays,1.0723433068626611e-17
JAGUAS,2023_Q4_labor,1.0723433072090965e-17
JAGUAS,2023_Q4_holidays,1.0723433067675769e-17
JAGUAS,2024_Q1_labor,1.0723433072528273e-17
JAGUAS,2024_Q1_holidays,1.0723433075015707e-17
JAGUAS,2024_Q2_labor,1.072343307756332e-17
JAGUAS,2024_Q2_holidays,1.0723433074700765e-17
JAGUAS,2024_Q3_labor,1.0723433067421007e-17
JAGUAS,2024_Q3_holidays,1.0723433071932492e-17
JAGUAS,2024_Q4_labor,1.0723433071884348e-17
JAGUAS,2024_Q4_holidays,1.0723433069880358e-17
LA TASAJERA,2023_Q1_labor,1.0723433070446048e-17
LA TASAJERA,2023_Q1_holidays,1.0723433071013746e-17
LA TASAJERA,2023_Q2_labor,1.0723433065679803e-17
LA TASAJERA,2023_Q2_holidays,1.0723433065625641e-17
LA TASAJERA,2023_Q3_labor,1.0723433065338784e-17
LA TASAJERA,2023_Q3_holidays,1.0723433065208394e-17
LA TASAJERA,2023_Q4_labor,1.0723433066526334e-17
LA TASAJERA,2023_Q4_holidays,1.0723433066291632e-17
LA TASAJERA,2024_Q1_labor,1.0723433070434013e-17
LA TASAJERA,2024_Q1_holidays,1.0723433069932513e-17
LA TASAJERA,2024_Q2_labor,1.0723433065659744e-17
LA TASAJERA,2024_Q2_holidays,1.0723433066460136e-17
LA TASAJERA,2024_Q3_labor,1.0723433065320731e-17
LA TASAJERA,2024_Q3_holidays,1.0723433066375883e-17
LA TASAJERA,2024_Q4_labor,1.0723433066460136e-17
LA TASAJERA,2024_Q4_holidays,1.0723433070644642e-17
MIEL I,2023_Q1_labor,1.0723433071920455e-17
MIEL I,2023_Q1_holidays,1.0723433070413953e-17
MIEL I,2023_Q2_labor,1.072343344999645e-17
MIEL I,2023_Q2_holidays,1.0723433089101807e-17
MIEL I,2023_Q3_labor,1.0723433277735597e-17
MIEL I,2023_Q3_holidays,1.072343408934935e-17
MIEL I,2023_Q4_labor,1.0723433221104337e-17
MIEL I,2023_Q4_holidays,1.0723433883983552e-17
MIEL I,2024_Q1_labor,1.0723433072496176e-17
MIEL I,2024_Q1_holidays,1.0723433077898321e-17
MIEL I,2024_Q2_labor,1.0723433449757736e-17
MIEL I,2024_Q2_holidays,1.0723433101805777e-17
MIEL I,2024_Q3_labor,1.0723433277220056e-17
MIEL I,2024_Q3_holidays,1.0723434131252591e-17
MIEL I,2024_Q4_labor,1.07234332204564e-17
MIEL I,2024_Q4_holidays,1.0723433932101367e-17
PLAYAS,2023_Q1_labor,1.0723433064676806e-17
PLAYAS,2023_Q1_holidays,1.0723433064536386e-17
PLAYAS,2023_Q2_labor,1.072343306491552e-17
PLAYAS,2023_Q2_holidays,1.0723433065218424e-17
PLAYAS,2023_Q3_labor,1.0723433064440099e-17
PLAYAS,2023_Q3_holidays,1.0723433064612614e-17
PLAYAS,2023_Q4_labor,1.0723433065266568e-17
PLAYAS,2023_Q4_holidays,1.0723433065429054e-17
PLAYAS,2024_Q1_labor,1.0723433064684829e-17
PLAYAS,2024_Q1_holidays,1.0723433064650728e-17
PLAYAS,2024_Q2_labor,1.0723433064933573e-17
PLAYAS,2024_Q2_holidays,1.0723433065037884e-17
PLAYAS,2024_Q3_labor,1.0723433064456145e-17
PLAYAS,2024_Q3_holidays,1.0723433064476206e-17
PLAYAS,2024_Q4_labor,1.0723433065294652e-17
PLAYAS,2024_Q4_holidays,1.0723433065605582e-17
PORCE II,2023_Q1_labor,1.0723433065683815e-17
PORCE II,2023_Q1_holidays,1.072343306557148e-17
PORCE II,2023_Q2_labor,1.0723433065860343e-17
PORCE II,2023_Q2_holidays,1.0723433065928547e-17
PORCE II,2023_Q3_labor,1.0723433065619623e-17
PORCE II,2023_Q3_holidays,1.0723433065515311e-17
PORCE II,2023_Q4_labor,1.0723433066548399e-17
PORCE II,2023_Q4_holidays,1.0723433066349806e-17
PORCE II,2024_Q1_labor,1.0723433065723936e-17
PORCE II,2024_Q1_holidays,1.0723433066189327e-17
PORCE II,2024_Q2_labor,1.072343306585633e-17
PORCE II,2024_Q2_holidays,1.072343306652834e-17
PORCE II,2024_Q3_labor,1.0723433065615611e-17
PORCE II,2024_Q3_holidays,1.0723433066476184e-17
PORCE II,2024_Q4_labor,1.0723433066498249e-17
PORCE II,2024_Q4_holidays,1.072343307072087e-17
PORCE III,2023_Q1_labor,1.0723433067822207e-17
PORCE III,2023_Q1_holidays,1.0723433067491217e-17
PORCE III,2023_Q2_labor,1.072343306770586e-17
PORCE III,2023_Q2_holidays,1.0723433068355801e-17
PORCE III,2023_Q3_labor,1.0723433068604545e-17
PORCE III,2023_Q3_holidays,1.0723433068295621e-17
PORCE III,2023_Q4_labor,1.0723433068576462e-17
PORCE III,2023_Q4_holidays,1.0723433068540353e-17
PORCE III,2024_Q1_labor,1.0723433067862327e-17
PORCE III,2024_Q1_holidays,1.0723433067892416e-17
PORCE III,2024_Q2_labor,1.0723433067727925e-17
PORCE III,2024_Q2_holidays,1.0723433068540353e-17
PORCE III,2024_Q3_labor,1.0723433068622599e-17
PORCE III,2024_Q3_holidays,1.0723433068680773e-17
PORCE III,2024_Q4_labor,1.0723433068590502e-17
PORCE III,2024_Q4_holidays,1.0723433070395898e-17
PRADO,2023_Q1_labor,1.072343306530067e-17
PRADO,2023_Q1_holidays,1.072343306505995e-17
PRADO,2023_Q2_labor,1.072343306549124e-17
PRADO,2023_Q2_holidays,1.0723433065970672e-17
PRADO,2023_Q3_labor,1.0723433071521262e-17
PRADO,2023_Q3_holidays,1.0723433078879255e-17
PRADO,2023_Q4_labor,1.0723433120646087e-17
PRADO,2023_Q4_holidays,1.0723433116768498e-17
PRADO,2024_Q1_labor,1.0723433065194353e-17
PRADO,2024_Q1_holidays,1.0723433066253519e-17
PRADO,2024_Q2_labor,1.0723433065447107e-17
PRADO,2024_Q2_holidays,1.072343306707397e-17
PRADO,2024_Q3_labor,1.0723433071208326e-17
PRADO,2024_Q3_holidays,1.0723433082815017e-17
PRADO,2024_Q4_labor,1.0723433120202762e-17
PRADO,2024_Q4_holidays,1.0723433132248766e-17
PRADO4,2023_Q1_labor,1.0723433080700697e-17
PRADO4,2023_Q1_holidays,1.0723433117009216e-17
PRADO4,2023_Q2_labor,1.0723433082461962e-17
PRADO4,2023_Q2_holidays,1.072343308690123e-17
PRADO4,2023_Q3_labor,1.072343307680706e-17
PRADO4,2023_Q3_holidays,1.0723433081537198e-17
PRADO4,2023_Q4_labor,1.0723433100905085e-17
PRADO4,2023_Q4_holidays,1.0723433100578108e-17
PRADO4,2024_Q1_labor,1.0723433080468002e-17
PRADO4,2024_Q1_holidays,1.0723433126726258e-17
PRADO4,2024_Q2_labor,1.072343308243789e-17
PRADO4,2024_Q2_holidays,1.072343308601458e-17
PRADO4,2024_Q3_labor,1.0723433076744874e-17
PRADO4,2024_Q3_holidays,1.072343307750314e-17
PRADO4,2024_Q4_labor,1.072343310028122e-17
PRADO4,2024_Q4_holidays,1.0723433106184864e-17
RIOGRANDE 1,2023_Q1_labor,1.0723433078351678e-17
RIOGRANDE 1,2023_Q1_holidays,1.072343307897153e-17
RIOGRANDE 1,2023_Q2_labor,1.0723433077234338e-17
RIOGRANDE 1,2023_Q2_holidays,1.0723433078331617e-17
RIOGRANDE 1,2023_Q3_labor,1.072343307795449e-17
RIOGRANDE 1,2023_Q3_holidays,1.0723433079280454e-17
RIOGRANDE 1,2023_Q4_labor,1.0723433075256426e-17
RIOGRANDE 1,2023_Q4_holidays,1.0723433076389813e-17
RIOGRANDE 1,2024_Q1_labor,1.0723433078221288e-17
RIOGRANDE 1,2024_Q1_holidays,1.0723433078074849e-17
RIOGRANDE 1,2024_Q2_labor,1.0723433077244368e-17
RIOGRANDE 1,2024_Q2_holidays,1.0723433076520203e-17
RIOGRANDE 1,2024_Q3_labor,1.0723433077936436e-17
RIOGRANDE 1,2024_Q3_holidays,1.0723433078371737e-17
RIOGRANDE 1,2024_Q4_labor,1.072343307532463e-17
RIOGRANDE 1,2024_Q4_holidays,1.0723433070845242e-17
SALTO II,2023_Q1_labor,1.0723433080831088e-17
SALTO II,2023_Q1_holidays,1.0723433078999614e-17
SALTO II,2023_Q2_labor,1.0723433080323571e-17
SALTO II,2023_Q2_holidays,1.072343307833563e-17
SALTO II,2023_Q3_labor,1.0723433126591858e-17
SALTO II,2023_Q3_holidays,1.0723433140356998e-17
SALTO II,2023_Q4_labor,1.0723433082484028e-17
SALTO II,2023_Q4_holidays,1.072343308089528e-17
SALTO II,2024_Q1_labor,1.07234330811701e-17
SALTO II,2024_Q1_holidays,1.0723433083063761e-17
SALTO II,2024_Q2_labor,1.0723433080239319e-17
SALTO II,2024_Q2_holidays,1.0723433082917323e-17
SALTO II,2024_Q3_labor,1.0723433126298982e-17
SALTO II,2024_Q3_holidays,1.0723433152579529e-17
SALTO II,2024_Q4_labor,1.0723433082349626e-17
SALTO II,2024_Q4_holidays,1.0723433081743815e-17
SALVAJINA,2023_Q1_labor,1.07234330839464e-17
SALVAJINA,2023_Q1_holidays,1.0723433090700585e-17
SALVAJINA,2023_Q2_labor,1.072343309411479e-17
SALVAJINA,2023_Q2_holidays,1.0723433098606214e-17
SALVAJINA,2023_Q3_labor,1.0723433107583043e-17
SALVAJINA,2023_Q3_holidays,1.0723433102237065e-17
SALVAJINA,2023_Q4_labor,1.0723433113703336e-17
SALVAJINA,2023_Q4_holidays,1.0723433115582954e-17
SALVAJINA,2024_Q1_labor,1.0723433084796941e-17
SALVAJINA,2024_Q1_holidays,1.0723433101581106e-17
SALVAJINA,2024_Q2_labor,1.0723433093936257e-17
SALVAJINA,2024_Q2_holidays,1.0723433111314195e-17
SALVAJINA,2024_Q3_labor,1.07234331071337e-17
SALVAJINA,2024_Q3_holidays,1.072343311632116e-17
SALVAJINA,2024_Q4_labor,1.0723433113153694e-17
SALVAJINA,2024_Q4_holidays,1.0723433134002004e-17
SAN CARLOS,2023_Q1_labor,1.072343306200482e-17
SAN CARLOS,2023_Q1_holidays,1.072343306243009e-17
SAN CARLOS,2023_Q2_labor,1.0723433061776135e-17
SAN CARLOS,2023_Q2_holidays,1.0723433062383953e-17
SAN CARLOS,2023_Q3_labor,1.0723433061838321e-17
SAN CARLOS,2023_Q3_holidays,1.0723433061519369e-17
SAN CARLOS,2023_Q4_labor,1.0723433062313743e-17
SAN CARLOS,2023_Q4_holidays,1.0723433062131197e-17
SAN CARLOS,2024_Q1_labor,1.0723433061992784e-17
SAN CARLOS,2024_Q1_holidays,1.0723433063820245e-17
SAN CARLOS,2024_Q2_labor,1.0723433061707933e-17
SAN CARLOS,2024_Q2_holidays,1.0723433063994767e-17
SAN CARLOS,2024_Q3_labor,1.072343306175407e-17
SAN CARLOS,2024_Q3_holidays,1.0723433062466199e-17
SAN CARLOS,2024_Q4_labor,1.0723433062187365e-17
SAN CARLOS,2024_Q4_holidays,1.0723433065593546e-17
SANFRANCISCO,2023_Q1_labor,1.0723433215856652e-17
SANFRANCISCO,2023_Q1_holidays,1.072343328505748e-17
SANFRANCISCO,2023_Q2_labor,1.0723433133863592e-17
SANFRANCISCO,2023_Q2_holidays,1.0723433130553699e-17
SANFRANCISCO,2023_Q3_labor,1.0723433138922712e-17
SANFRANCISCO,2023_Q3_holidays,1.0723433124100412e-17
SANFRANCISCO,2023_Q4_labor,1.0723433142046047e-17
SANFRANCISCO,2023_Q4_holidays,1.0723433138208577e-17
SANFRANCISCO,2024_Q1_labor,1.072343321688974e-17
SANFRANCISCO,2024_Q1_holidays,1.0723433297779503e-17
SANFRANCISCO,2024_Q2_labor,1.072343313368907e-17
SANFRANCISCO,2024_Q2_holidays,1.0723433143544526e-17
SANFRANCISCO,2024_Q3_labor,1.0723433138483398e-17
SANFRANCISCO,2024_Q3_holidays,1.0723433138246692e-17
SANFRANCISCO,2024_Q4_labor,1.0723433141496405e-17
SANFRANCISCO,2024_Q4_holidays,1.0723433156820203e-17
SNMIGUEL,2023_Q1_labor,1.0723433116660173e-17
SNMIGUEL,2023_Q1_holidays,1.0723433113887888e-17
SNMIGUEL,2023_Q2_labor,1.0723433072670697e-17
SNMIGUEL,2023_Q2_holidays,1.0723433072977615e-17
SNMIGUEL,2023_Q3_labor,1.0723433076447987e-17
SNMIGUEL,2023_Q3_holidays,1.07234330733407e-17
SNMIGUEL,2023_Q4_labor,1.072343312029905e-17
SNMIGUEL,2023_Q4_holidays,1.0723433185756689e-17
SNMIGUEL,2024_Q1_labor,1.0723433116916941e-17
SNMIGUEL,2024_Q1_holidays,1.0723433119929946e-17
SNMIGUEL,2024_Q2_labor,1.0723433072558362e-17
SNMIGUEL,2024_Q2_holidays,1.0723433077250386e-17
SNMIGUEL,2024_Q3_labor,1.0723433076317598e-17
SNMIGUEL,2024_Q3_holidays,1.0723433077043768e-17
SNMIGUEL,2024_Q4_labor,1.0723433119885814e-17
SNMIGUEL,2024_Q4_holidays,1.0723433199553927e-17
SOGAMOSO,2023_Q1_labor,1.0723433073653635e-17
SOGAMOSO,2023_Q1_holidays,1.072343307033973e-17
SOGAMOSO,2023_Q2_labor,1.0723433071571412e-17
SOGAMOSO,2023_Q2_holidays,1.0723433068879366e-17
SOGAMOSO,2023_Q3_labor,1.0723433072251444e-17
SOGAMOSO,2023_Q3_holidays,1.0723433069459098e-17
SOGAMOSO,2023_Q4_labor,1.0723433071932492e-17
SOGAMOSO,2023_Q4_holidays,1.0723433070026796e-17
SOGAMOSO,2024_Q1_labor,1.072343307388633e-17
SOGAMOSO,2024_Q1_holidays,1.0723433076510173e-17
SOGAMOSO,2024_Q2_labor,1.0723433071356771e-17
SOGAMOSO,2024_Q2_holidays,1.0723433072006714e-17
SOGAMOSO,2024_Q3_labor,1.0723433071978629e-17
SOGAMOSO,2024_Q3_holidays,1.0723433075765949e-17
SOGAMOSO,2024_Q4_labor,1.0723433071711832e-17
SOGAMOSO,2024_Q4_holidays,1.072343307618119e-17
TEQUEND1-4,2023_Q1_labor,1.0723433391666112e-17
TEQUEND1-4,2023_Q1_holidays,1.0723433461990297e-17
TEQUEND1-4,2023_Q2_labor,1.0723433293992185e-17
TEQUEND1-4,2023_Q2_holidays,1.0723433287603088e-17
TEQUEND1-4,2023_Q3_labor,1.0723433292349274e-17
TEQUEND1-4,2023_Q3_holidays,1.0723433288525846e-17
TEQUEND1-4,2023_Q4_labor,1.0723433290275074e-17
TEQUEND1-4,2023_Q4_holidays,1.0723433288032372e-17
TEQUEND1-4,2024_Q1_labor,1.0723433392512643e-17
TEQUEND1-4,2024_Q1_holidays,1.0723433475697264e-17
TEQUEND1-4,2024_Q2_labor,1.0723433293701315e-17
TEQUEND1-4,2024_Q2_holidays,1.072343330006032e-17
TEQUEND1-4,2024_Q3_labor,1.0723433291966128e-17
TEQUEND1-4,2024_Q3_holidays,1.0723433303976024e-17
TEQUEND1-4,2024_Q4_labor,1.0723433289725432e-17
TEQUEND1-4,2024_Q4_holidays,1.0723433306144505e-17
URRA,2023_Q1_labor,1.0723433314411213e-17
URRA,2023_Q1_holidays,1.0723433332838287e-17
URRA,2023_Q2_labor,1.0723433295741411e-17
URRA,2023_Q2_holidays,1.072343330640729e-17
URRA,2023_Q3_labor,1.0723433079378747e-17
URRA,2023_Q3_holidays,1.072343307566565e-17
URRA,2023_Q4_labor,1.072343310681876e-17
URRA,2023_Q4_holidays,1.0723433100094663e-17
URRA,2024_Q1_labor,1.0723433313757258e-17
URRA,2024_Q1_holidays,1.07234333397349e-17
URRA,2024_Q2_labor,1.07234332945659e-17
URRA,2024_Q2_holidays,1.0723433315129358e-17
URRA,2024_Q3_labor,1.0723433078486078e-17
URRA,2024_Q3_holidays,1.0723433082776904e-17
URRA,2024_Q4_labor,1.0723433105647259e-17
URRA,2024_Q4_holidays,1.0723433112497733e-17
