HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_up
H_Caracoli,2024_Q3_labor,1.0723433179506008e-17
H_Caracoli,2024_Q3_holidays,1.0723433181528051e-17
H_Caracoli,2024_Q4_labor,1.0723433185552078e-17
H_Caracoli,2024_Q4_holidays,1.0723433175389704e-17
H_Cascada,2023_Q1_labor,1.0723434362004262e-17
H_Cascada,2023_Q1_holidays,1.0723434629728437e-17
H_Cascada,2023_Q2_labor,1.0723433591246619e-17
H_Cascada,2023_Q2_holidays,1.0723433597308738e-17
H_Cascada,2023_Q3_labor,1.0723433447876114e-17
H_Cascada,2023_Q3_holidays,1.0723433682244595e-17
H_Cascada,2023_Q4_labor,1.0723434546654143e-17
H_Cascada,2023_Q4_holidays,1.07234351892046e-17
H_Cascada,2024_Q1_labor,1.0723434363647172e-17
H_Cascada,2024_Q1_holidays,1.0723434663701976e-17
H_Cascada,2024_Q2_labor,1.0723433590291766e-17
H_Cascada,2024_Q2_holidays,1.0723433613077868e-17
H_Cascada,2024_Q3_labor,1.0723433446528084e-17
H_Cascada,2024_Q3_holidays,1.0723433703295511e-17
H_Cascada,2024_Q4_labor,1.0723434544866802e-17
H_Cascada,2024_Q4_holidays,1.0723435266591895e-17
H_CascadaAbe,2023_Q1_labor,1.0723433480441444e-17
H_CascadaAbe,2023_Q1_holidays,1.0723433498064115e-17
H_CascadaAbe,2023_Q2_labor,1.0723433190518922e-17
H_CascadaAbe,2023_Q2_holidays,1.0723433134072214e-17
H_CascadaAbe,2023_Q3_labor,1.0723433268861072e-17
H_CascadaAbe,2023_Q3_holidays,1.072343332295876e-17
H_CascadaAbe,2023_Q4_labor,1.0723433506204444e-17
H_CascadaAbe,2023_Q4_holidays,1.0723433623763806e-17
H_CascadaAbe,2024_Q1_labor,1.0723433480630008e-17
H_CascadaAbe,2024_Q1_holidays,1.072343350820041e-17
H_CascadaAbe,2024_Q2_labor,1.07234331897085e-17
H_CascadaAbe,2024_Q2_holidays,1.072343313431494e-17
H_CascadaAbe,2024_Q3_labor,1.0723433267838015e-17
H_CascadaAbe,2024_Q3_holidays,1.07234333341141e-17
H_CascadaAbe,2024_Q4_labor,1.072343350537597e-17
H_CascadaAbe,2024_Q4_holidays,1.0723433644592059e-17
H_CascadaAnt,2023_Q1_labor,1.0723434109864666e-17
H_CascadaAnt,2023_Q1_holidays,1.0723434955598398e-17
H_CascadaAnt,2023_Q2_labor,1.0723433627490946e-17
H_CascadaAnt,2023_Q2_holidays,1.0723433689556448e-17
H_CascadaAnt,2023_Q3_labor,1.0723433437886255e-17
H_CascadaAnt,2023_Q3_holidays,1.0723433343546291e-17
H_CascadaAnt,2023_Q4_labor,1.072343315119138e-17
H_CascadaAnt,2023_Q4_holidays,1.0723433165435954e-17
H_CascadaAnt,2024_Q1_labor,1.0723434110640987e-17
H_CascadaAnt,2024_Q1_holidays,1.0723434981553974e-17
H_CascadaAnt,2024_Q2_labor,1.0723433626828968e-17
H_CascadaAnt,2024_Q2_holidays,1.0723433704976535e-17
H_CascadaAnt,2024_Q3_labor,1.0723433436899305e-17
H_CascadaAnt,2024_Q3_holidays,1.0723433357600297e-17
H_CascadaAnt,2024_Q4_labor,1.0723433149297721e-17
H_CascadaAnt,2024_Q4_holidays,1.0723433174822008e-17
H_CascadaGra,2023_Q1_labor,2.5736238406848023e-16
H_CascadaGra,2023_Q1_holidays,2.573623840014539e-16
H_CascadaGra,2023_Q2_labor,2.5736238404691977e-16
H_CascadaGra,2023_Q2_holidays,2.573623839780861e-16
H_CascadaGra,2023_Q3_labor,2.573623840607672e-16
H_CascadaGra,2023_Q3_holidays,2.573623839705094e-16
H_CascadaGra,2023_Q4_labor,1.0723436269942714e-17
H_CascadaGra,2023_Q4_holidays,1.0723435555848426e-17
H_CascadaGra,2024_Q1_labor,2.5736238407426953e-16
H_CascadaGra,2024_Q1_holidays,2.573623841447061e-16
H_CascadaGra,2024_Q2_labor,2.5736238403911246e-16
H_CascadaGra,2024_Q2_holidays,2.5736238415155453e-16
H_CascadaGra,2024_Q3_labor,2.573623840521414e-16
H_CascadaGra,2024_Q3_holidays,2.573623841688141e-16
H_CascadaGra,2024_Q4_labor,1.072343626627776e-17
H_CascadaGra,2024_Q4_holidays,1.0723435641243656e-17
H_Cauya,2023_Q1_labor,1.0723441293749884e-17
H_Cauya,2023_Q1_holidays,1.0723441604807575e-17
H_Cauya,2023_Q2_labor,1.0723440896338099e-17
H_Cauya,2023_Q2_holidays,1.0723440558004887e-17
H_Cauya,2023_Q3_labor,1.072344386424258e-17
H_Cauya,2023_Q3_holidays,1.072344412449041e-17
H_Cauya,2023_Q4_labor,1.0723443567439494e-17
H_Cauya,2023_Q4_holidays,1.0723443779154268e-17
H_Cauya,2024_Q1_labor,1.0723441309019522e-17
H_Cauya,2024_Q1_holidays,1.0723441799876597e-17
H_Cauya,2024_Q2_labor,1.072344089281557e-17
H_Cauya,2024_Q2_holidays,1.0723440767358605e-17
H_Cauya,2024_Q3_labor,1.0723443854316915e-17
H_Cauya,2024_Q3_holidays,1.0723444435961335e-17
H_Cauya,2024_Q4_labor,1.072344355593511e-17
H_Cauya,2024_Q4_holidays,1.0723444182190865e-17
H_Chorrera,2023_Q1_labor,1.0723433286684342e-17
H_Chorrera,2023_Q1_holidays,1.0723433253775987e-17
H_Chorrera,2023_Q2_labor,1.0723621176189058e-17
H_Chorrera,2023_Q2_holidays,1.0723664152109619e-17
H_Chorrera,2023_Q3_labor,1.072343331793374e-17
H_Chorrera,2023_Q3_holidays,1.0723433291157712e-17
H_Chorrera,2023_Q4_labor,1.0723433270032573e-17
H_Chorrera,2023_Q4_holidays,1.0723433289496748e-17
H_Chorrera,2024_Q1_labor,1.0723433287043416e-17
H_Chorrera,2024_Q1_holidays,1.0723433261497063e-17
H_Chorrera,2024_Q2_labor,1.0723625267471094e-17
H_Chorrera,2024_Q2_holidays,1.0723631565721324e-17
H_Chorrera,2024_Q3_labor,1.072343331747838e-17
H_Chorrera,2024_Q3_holidays,1.0723433302625989e-17
H_Chorrera,2024_Q4_labor,1.0723433269519039e-17
H_Chorrera,2024_Q4_holidays,1.0723433304190665e-17
H_Coconuco,2023_Q1_labor,1.0723433545933187e-17
H_Coconuco,2023_Q1_holidays,1.0723433534924283e-17
H_Coconuco,2023_Q2_labor,1.0723433358880122e-17
H_Coconuco,2023_Q2_holidays,1.0723433412213524e-17
H_Coconuco,2023_Q3_labor,1.0723433927094403e-17
H_Coconuco,2023_Q3_holidays,1.0723433936757283e-17
H_Coconuco,2023_Q4_labor,1.0723434816725333e-17
H_Coconuco,2023_Q4_holidays,1.0723434908425406e-17
H_Coconuco,2024_Q1_labor,1.0723433547188939e-17
H_Coconuco,2024_Q1_holidays,1.0723433550426615e-17
H_Coconuco,2024_Q2_labor,1.0723433358647426e-17
H_Coconuco,2024_Q2_holidays,1.0723433427220376e-17
H_Coconuco,2024_Q3_labor,1.072343392621377e-17
H_Coconuco,2024_Q3_holidays,1.0723433966760957e-17
H_Coconuco,2024_Q4_labor,1.0723434814436492e-17
H_Coconuco,2024_Q4_holidays,1.0723434995224833e-17
H_Cocuyo,2023_Q1_labor,1.0723440194680983e-17
H_Cocuyo,2023_Q1_holidays,1.0723440024269657e-17
H_Cocuyo,2023_Q2_labor,1.0723437482514854e-17
H_Cocuyo,2023_Q2_holidays,1.072343761741404e-17
H_Cocuyo,2023_Q3_labor,1.0723441320094624e-17
H_Cocuyo,2023_Q3_holidays,1.0723440759489084e-17
H_Cocuyo,2023_Q4_labor,1.0723440686352494e-17
H_Cocuyo,2023_Q4_holidays,1.07234406857527e-17
H_Cocuyo,2024_Q1_labor,1.072344020811313e-17
H_Cocuyo,2024_Q1_holidays,1.0723440200887534e-17
H_Cocuyo,2024_Q2_labor,1.0723437479672357e-17
H_Cocuyo,2024_Q2_holidays,1.0723437773053216e-17
H_Cocuyo,2024_Q3_labor,1.0723441311962317e-17
H_Cocuyo,2024_Q3_holidays,1.0723441006322821e-17
H_Cocuyo,2024_Q4_labor,1.0723440676617397e-17
H_Cocuyo,2024_Q4_holidays,1.0723441015662736e-17
H_Coello,2023_Q1_labor,1.0723434492656756e-17
H_Coello,2023_Q1_holidays,1.0723434634388364e-17
H_Coello,2023_Q2_labor,1.0723435505323418e-17
H_Coello,2023_Q2_holidays,1.0723435934297537e-17
H_Coello,2023_Q3_labor,1.0723433853147389e-17
H_Coello,2023_Q3_holidays,1.0723433905947197e-17
H_Coello,2023_Q4_labor,1.0723434402194381e-17
H_Coello,2023_Q4_holidays,1.0723434443333339e-17
H_Coello,2024_Q1_labor,1.0723434496181291e-17
H_Coello,2024_Q1_holidays,1.072343468714003e-17
H_Coello,2024_Q2_labor,1.0723435503830957e-17
H_Coello,2024_Q2_holidays,1.0723436029784929e-17
H_Coello,2024_Q3_labor,1.0723433852196546e-17
H_Coello,2024_Q3_holidays,1.0723433940484423e-17
H_Coello,2024_Q4_labor,1.0723434399504343e-17
H_Coello,2024_Q4_holidays,1.072343453086696e-17
H_Currucucue,2023_Q1_labor,1.072343757283079e-17
H_Currucucue,2023_Q1_holidays,1.0723437519489362e-17
H_Currucucue,2023_Q2_labor,1.0723437539364767e-17
H_Currucucue,2023_Q2_holidays,1.0723437424429247e-17
H_Currucucue,2023_Q3_labor,1.0723437826707578e-17
H_Currucucue,2023_Q3_holidays,1.0723437821682559e-17
H_Currucucue,2023_Q4_labor,1.0723438472746461e-17
H_Currucucue,2023_Q4_holidays,1.0723438374083577e-17
H_Currucucue,2024_Q1_labor,1.0723437581338217e-17
H_Currucucue,2024_Q1_holidays,1.0723437630796037e-17
H_Currucucue,2024_Q2_labor,1.0723437537194279e-17
H_Currucucue,2024_Q2_holidays,1.072343755229742e-17
H_Currucucue,2024_Q3_labor,1.072343782195738e-17
H_Currucucue,2024_Q3_holidays,1.0723437973341838e-17
H_Currucucue,2024_Q4_labor,1.0723438466237004e-17
H_Currucucue,2024_Q4_holidays,1.0723438596670846e-17
H_ElBosque,2023_Q1_labor,1.0723433448911207e-17
H_ElBosque,2023_Q1_holidays,1.0723433443775858e-17
H_ElBosque,2023_Q2_labor,1.0723433574560749e-17
H_ElBosque,2023_Q2_holidays,1.0723433886424848e-17
H_ElBosque,2023_Q3_labor,1.07234334157521e-17
H_ElBosque,2023_Q3_holidays,1.0723433713463902e-17
H_ElBosque,2023_Q4_labor,1.0723433566396346e-17
H_ElBosque,2023_Q4_holidays,1.0723433594388008e-17
H_ElBosque,2024_Q1_labor,1.0723433450098755e-17
H_ElBosque,2024_Q1_holidays,1.0723433459942176e-17
H_ElBosque,2024_Q2_labor,1.0723433574193651e-17
H_ElBosque,2024_Q2_holidays,1.0723433914745494e-17
H_ElBosque,2024_Q3_labor,1.0723433414983805e-17
H_ElBosque,2024_Q3_holidays,1.0723433740777538e-17
H_ElBosque,2024_Q4_labor,1.0723433565361253e-17
H_ElBosque,2024_Q4_holidays,1.0723433627061664e-17
H_ElEden,2023_Q1_labor,1.0723433383331202e-17
H_ElEden,2023_Q1_holidays,1.0723433385329172e-17
H_ElEden,2023_Q2_labor,1.0723433277512931e-17
H_ElEden,2023_Q2_holidays,1.0723433254311586e-17
H_ElEden,2023_Q3_labor,1.0723433640257102e-17
H_ElEden,2023_Q3_holidays,1.0723433678836407e-17
H_ElEden,2023_Q4_labor,1.072343347248366e-17
H_ElEden,2023_Q4_holidays,1.0723433434660615e-17
H_ElEden,2024_Q1_labor,1.0723433384482643e-17
H_ElEden,2024_Q1_holidays,1.072343339913644e-17
H_ElEden,2024_Q2_labor,1.0723433277342422e-17
H_ElEden,2024_Q2_holidays,1.0723433267763792e-17
H_ElEden,2024_Q3_labor,1.0723433639555003e-17
H_ElEden,2024_Q3_holidays,1.0723433704160095e-17
H_ElEden,2024_Q4_labor,1.072343347178758e-17
H_ElEden,2024_Q4_holidays,1.072343345839756e-17
H_ElLimonar,2023_Q1_labor,1.0723433112403452e-17
H_ElLimonar,2023_Q1_holidays,1.0723433092959337e-17
H_ElLimonar,2023_Q2_labor,1.0723433087866114e-17
H_ElLimonar,2023_Q2_holidays,1.0723433086606349e-17
H_ElLimonar,2023_Q3_labor,1.0723433087533119e-17
H_ElLimonar,2023_Q3_holidays,1.0723433088616356e-17
H_ElLimonar,2023_Q4_labor,1.0723433089117856e-17
H_ElLimonar,2023_Q4_holidays,1.072343308857423e-17
H_ElLimonar,2024_Q1_labor,1.0723433112706356e-17
H_ElLimonar,2024_Q1_holidays,1.0723433097039532e-17
H_ElLimonar,2024_Q2_labor,1.072343308774776e-17
H_ElLimonar,2024_Q2_holidays,1.0723433090227171e-17
H_ElLimonar,2024_Q3_labor,1.0723433087356591e-17
H_ElLimonar,2024_Q3_holidays,1.0723433093727632e-17
H_ElLimonar,2024_Q4_labor,1.0723433088879142e-17
H_ElLimonar,2024_Q4_holidays,1.0723433095105752e-17
H_ElMolino,2023_Q1_labor,1.0723433241362886e-17
H_ElMolino,2023_Q1_holidays,1.0723433542137843e-17
H_ElMolino,2023_Q2_labor,1.0723433225571689e-17
H_ElMolino,2023_Q2_holidays,1.0723433245419008e-17
H_ElMolino,2023_Q3_labor,1.0723433138934748e-17
H_ElMolino,2023_Q3_holidays,1.0723433128916807e-17
H_ElMolino,2023_Q4_labor,1.0723433151408028e-17
H_ElMolino,2023_Q4_holidays,1.0723433130088308e-17
H_ElMolino,2024_Q1_labor,1.0723433241709923e-17
H_ElMolino,2024_Q1_holidays,1.0723433552841835e-17
H_ElMolino,2024_Q2_labor,1.072343322523067e-17
H_ElMolino,2024_Q2_holidays,1.0723433254401857e-17
H_ElMolino,2024_Q3_labor,1.0723433138589717e-17
H_ElMolino,2024_Q3_holidays,1.0723433135490454e-17
H_ElMolino,2024_Q4_labor,1.0723433150998804e-17
H_ElMolino,2024_Q4_holidays,1.0723433138515495e-17
H_Florida,2023_Q1_labor,1.0723433287213925e-17
H_Florida,2023_Q1_holidays,1.0723433284114662e-17
H_Florida,2023_Q2_labor,1.0723433204879845e-17
H_Florida,2023_Q2_holidays,1.0723433262375689e-17
H_Florida,2023_Q3_labor,1.0723433181762753e-17
H_Florida,2023_Q3_holidays,1.0723433214127485e-17
H_Florida,2023_Q4_labor,1.0723433347233312e-17
H_Florida,2023_Q4_holidays,1.0723433343203266e-17
H_Florida,2024_Q1_labor,1.0723433288245007e-17
H_Florida,2024_Q1_holidays,1.0723433296427463e-17
H_Florida,2024_Q2_labor,1.0723433204727389e-17
H_Florida,2024_Q2_holidays,1.072343327598035e-17
H_Florida,2024_Q3_labor,1.0723433181387631e-17
H_Florida,2024_Q3_holidays,1.0723433227928734e-17
H_Florida,2024_Q4_labor,1.0723433346623488e-17
H_Florida,2024_Q4_holidays,1.0723433364520981e-17
H_Frisolera,2023_Q1_labor,1.0723440110403093e-17
H_Frisolera,2023_Q1_holidays,1.0723439855372858e-17
H_Frisolera,2023_Q2_labor,1.072343745316112e-17
H_Frisolera,2023_Q2_holidays,1.0723437750515856e-17
H_Frisolera,2023_Q3_labor,1.072343948614531e-17
H_Frisolera,2023_Q3_holidays,1.0723439474687063e-17
H_Frisolera,2023_Q4_labor,1.0723441137262173e-17
H_Frisolera,2023_Q4_holidays,1.0723441025596427e-17
H_Frisolera,2024_Q1_labor,1.072344012525749e-17
H_Frisolera,2024_Q1_holidays,1.0723440054784861e-17
H_Frisolera,2024_Q2_labor,1.0723437449512215e-17
H_Frisolera,2024_Q2_holidays,1.0723437967488344e-17
H_Frisolera,2024_Q3_labor,1.0723439477810399e-17
H_Frisolera,2024_Q3_holidays,1.0723439729621011e-17
H_Frisolera,2024_Q4_labor,1.0723441125954376e-17
H_Frisolera,2024_Q4_holidays,1.0723441401967325e-17
H_GUATRON,2023_Q1_labor,1.0723433070616559e-17
H_GUATRON,2023_Q1_holidays,1.0723433073374802e-17
H_GUATRON,2023_Q2_labor,1.0723433070187275e-17
H_GUATRON,2023_Q2_holidays,1.072343307102177e-17
H_GUATRON,2023_Q3_labor,1.0723433066127141e-17
H_GUATRON,2023_Q3_holidays,1.0723433065294652e-17
H_GUATRON,2023_Q4_labor,1.0723433069862305e-17
H_GUATRON,2023_Q4_holidays,1.0723433068149184e-17
H_GUATRON,2024_Q1_labor,1.0723433070644642e-17
H_GUATRON,2024_Q1_holidays,1.0723433073053843e-17
H_GUATRON,2024_Q2_labor,1.0723433070263504e-17
H_GUATRON,2024_Q2_holidays,1.0723433070343743e-17
H_GUATRON,2024_Q3_labor,1.0723433066129147e-17
H_GUATRON,2024_Q3_holidays,1.0723433067057923e-17
H_GUATRON,2024_Q4_labor,1.0723433069946556e-17
H_GUATRON,2024_Q4_holidays,1.07234330707309e-17
H_Guacaica,2023_Q1_labor,1.0723433705191176e-17
H_Guacaica,2023_Q1_holidays,1.0723433683981787e-17
H_Guacaica,2023_Q2_labor,1.072343370905673e-17
H_Guacaica,2023_Q2_holidays,1.0723433540328435e-17
H_Guacaica,2023_Q3_labor,1.0723433711554195e-17
H_Guacaica,2023_Q3_holidays,1.072343349666393e-17
H_Guacaica,2023_Q4_labor,1.0723433720954289e-17
H_Guacaica,2023_Q4_holidays,1.072343365938828e-17
H_Guacaica,2024_Q1_labor,1.072343370551013e-17
H_Guacaica,2024_Q1_holidays,1.0723433692619602e-17
H_Guacaica,2024_Q2_labor,1.0723433708563255e-17
H_Guacaica,2024_Q2_holidays,1.0723433559216888e-17
H_Guacaica,2024_Q3_labor,1.0723433711778866e-17
H_Guacaica,2024_Q3_holidays,1.0723433498774237e-17
H_Guacaica,2024_Q4_labor,1.072343371973665e-17
H_Guacaica,2024_Q4_holidays,1.0723433686968713e-17
H_Guaviomeno,2023_Q1_labor,1.0723433433697736e-17
H_Guaviomeno,2023_Q1_holidays,1.0723433453815865e-17
H_Guaviomeno,2023_Q2_labor,1.0723433405286821e-17
H_Guaviomeno,2023_Q2_holidays,1.0723433374803714e-17
H_Guaviomeno,2023_Q3_labor,1.0723433415068056e-17
H_Guaviomeno,2023_Q3_holidays,1.0723433385122555e-17
H_Guaviomeno,2023_Q4_labor,1.0723433424588511e-17
H_Guaviomeno,2023_Q4_holidays,1.0723433382324191e-17
H_Guaviomeno,2024_Q1_labor,1.0723433434532231e-17
H_Guaviomeno,2024_Q1_holidays,1.0723433466441602e-17
H_Guaviomeno,2024_Q2_labor,1.0723433404967869e-17
H_Guaviomeno,2024_Q2_holidays,1.0723433388035261e-17
H_Guaviomeno,2024_Q3_labor,1.0723433414636768e-17
H_Guaviomeno,2024_Q3_holidays,1.0723433401609831e-17
H_Guaviomeno,2024_Q4_labor,1.072343342396264e-17
H_Guaviomeno,2024_Q4_holidays,1.0723433401778336e-17
H_Herradura,2023_Q1_labor,1.072343314708912e-17
H_Herradura,2023_Q1_holidays,1.072343314384743e-17
H_Herradura,2023_Q2_labor,1.0723433143363987e-17
H_Herradura,2023_Q2_holidays,1.0723433119310094e-17
H_Herradura,2023_Q3_labor,1.0723433144792255e-17
H_Herradura,2023_Q3_holidays,1.0723433168350666e-17
H_Herradura,2023_Q4_labor,1.072343323365585e-17
H_Herradura,2023_Q4_holidays,1.0723433226109296e-17
H_Herradura,2024_Q1_labor,1.0723433147295737e-17
H_Herradura,2024_Q1_holidays,1.0723433149353889e-17
H_Herradura,2024_Q2_labor,1.0723433143089164e-17
H_Herradura,2024_Q2_holidays,1.0723433123931907e-17
H_Herradura,2024_Q3_labor,1.0723433144431175e-17
H_Herradura,2024_Q3_holidays,1.0723433177463904e-17
H_Herradura,2024_Q4_labor,1.072343323316037e-17
H_Herradura,2024_Q4_holidays,1.0723433239880454e-17
H_Inza,2023_Q1_labor,1.0723442046884856e-17
H_Inza,2023_Q1_holidays,1.0723441757050599e-17
H_Inza,2023_Q2_labor,1.0723440431211927e-17
H_Inza,2023_Q2_holidays,1.0723439801188913e-17
H_Inza,2023_Q3_labor,1.07234394109947e-17
H_Inza,2023_Q3_holidays,1.0723439696181066e-17
H_Inza,2023_Q4_labor,1.0723440440620047e-17
H_Inza,2023_Q4_holidays,1.0723440338986284e-17
H_Inza,2024_Q1_labor,1.0723442062704136e-17
H_Inza,2024_Q1_holidays,1.0723441959654141e-17
H_Inza,2024_Q2_labor,1.072344042761919e-17
H_Inza,2024_Q2_holidays,1.0723440000536724e-17
H_Inza,2024_Q3_labor,1.0723439404178327e-17
H_Inza,2024_Q3_holidays,1.0723439911470522e-17
H_Inza,2024_Q4_labor,1.0723440431252048e-17
H_Inza,2024_Q4_holidays,1.0723440655083035e-17
H_IquiraI,2023_Q1_labor,1.0723434061175143e-17
H_IquiraI,2023_Q1_holidays,1.0723434393997884e-17
H_IquiraI,2023_Q2_labor,1.0723434017035217e-17
H_IquiraI,2023_Q2_holidays,1.0723434038222542e-17
H_IquiraI,2023_Q3_labor,1.072343411729688e-17
H_IquiraI,2023_Q3_holidays,1.0723434086853892e-17
H_IquiraI,2023_Q4_labor,1.072343430727268e-17
H_IquiraI,2023_Q4_holidays,1.0723434506869235e-17
H_IquiraI,2024_Q1_labor,1.072343406328545e-17
H_IquiraI,2024_Q1_holidays,1.072343442830442e-17
H_IquiraI,2024_Q2_labor,1.0723434016632012e-17
H_IquiraI,2024_Q2_holidays,1.0723434068015587e-17
H_IquiraI,2024_Q3_labor,1.0723434116251757e-17
H_IquiraI,2024_Q3_holidays,1.0723434121369051e-17
H_IquiraI,2024_Q4_labor,1.0723434305724051e-17
H_IquiraI,2024_Q4_holidays,1.0723434571887562e-17
H_IquiraII,2023_Q1_labor,1.0723433571654061e-17
H_IquiraII,2023_Q1_holidays,1.0723433652567897e-17
H_IquiraII,2023_Q2_labor,1.0723433661939907e-17
H_IquiraII,2023_Q2_holidays,1.0723433741906912e-17
H_IquiraII,2023_Q3_labor,1.0723433720986386e-17
H_IquiraII,2023_Q3_holidays,1.072343370965853e-17
H_IquiraII,2023_Q4_labor,2.573623812690593e-16
H_IquiraII,2023_Q4_holidays,2.573623812116497e-16
H_IquiraII,2024_Q1_labor,1.0723433573531672e-17
H_IquiraII,2024_Q1_holidays,1.0723433672980907e-17
H_IquiraII,2024_Q2_labor,1.0723433661590863e-17
H_IquiraII,2024_Q2_holidays,1.0723433768947733e-17
H_IquiraII,2024_Q3_labor,1.0723433720234138e-17
H_IquiraII,2024_Q3_holidays,1.072343373661309e-17
H_IquiraII,2024_Q4_labor,2.57362381260612e-16
H_IquiraII,2024_Q4_holidays,2.5736238151392916e-16
H_JuanGarcia,2023_Q1_labor,1.0723434444396515e-17
H_JuanGarcia,2023_Q1_holidays,1.0723434898250997e-17
H_JuanGarcia,2023_Q2_labor,1.0723433622479969e-17
H_JuanGarcia,2023_Q2_holidays,1.072343345839756e-17
H_JuanGarcia,2023_Q3_labor,1.0723433637769668e-17
H_JuanGarcia,2023_Q3_holidays,1.0723433592859439e-17
H_JuanGarcia,2023_Q4_labor,1.0723433593964742e-17
H_JuanGarcia,2023_Q4_holidays,1.0723433451432742e-17
H_JuanGarcia,2024_Q1_labor,1.0723434445600114e-17
H_JuanGarcia,2024_Q1_holidays,1.0723434931024952e-17
H_JuanGarcia,2024_Q2_labor,1.0723433621952393e-17
H_JuanGarcia,2024_Q2_holidays,1.0723433468872868e-17
H_JuanGarcia,2024_Q3_labor,1.0723433637079605e-17
H_JuanGarcia,2024_Q3_holidays,1.0723433608654648e-17
H_JuanGarcia,2024_Q4_labor,1.0723433593206476e-17
H_JuanGarcia,2024_Q4_holidays,1.0723433467709391e-17
H_LAGUNETA,2023_Q1_labor,1.0723433131338043e-17
H_LAGUNETA,2023_Q1_holidays,1.0723433126868685e-17
H_LAGUNETA,2023_Q2_labor,1.072343308787815e-17
H_LAGUNETA,2023_Q2_holidays,1.0723433086395719e-17
H_LAGUNETA,2023_Q3_labor,1.0723433087290393e-17
H_LAGUNETA,2023_Q3_holidays,1.0723433085856107e-17
H_LAGUNETA,2023_Q4_labor,1.0723433088636416e-17
H_LAGUNETA,2023_Q4_holidays,1.0723433088028599e-17
H_LAGUNETA,2024_Q1_labor,1.07234331317252e-17
H_LAGUNETA,2024_Q1_holidays,1.0723433133251762e-17
H_LAGUNETA,2024_Q2_labor,1.0723433087763808e-17
H_LAGUNETA,2024_Q2_holidays,1.0723433089944325e-17
H_LAGUNETA,2024_Q3_labor,1.0723433087117878e-17
H_LAGUNETA,2024_Q3_holidays,1.0723433089894175e-17
H_LAGUNETA,2024_Q4_labor,1.0723433088397703e-17
H_LAGUNETA,2024_Q4_holidays,1.0723433094401648e-17
H_LaPita,2023_Q1_labor,1.0723433884117954e-17
H_LaPita,2023_Q1_holidays,1.0723433912133688e-17
H_LaPita,2023_Q2_labor,1.072343617477628e-17
H_LaPita,2023_Q2_holidays,1.0723436353572667e-17
H_LaPita,2023_Q3_labor,1.0723433903533984e-17
H_LaPita,2023_Q3_holidays,1.0723434050469145e-17
H_LaPita,2023_Q4_labor,1.0723433850060161e-17
H_LaPita,2023_Q4_holidays,1.0723433900833915e-17
H_LaPita,2024_Q1_labor,1.0723433886077811e-17
H_LaPita,2024_Q1_holidays,1.0723433940444302e-17
H_LaPita,2024_Q2_labor,1.0723436173155436e-17
H_LaPita,2024_Q2_holidays,1.0723436452739056e-17
H_LaPita,2024_Q3_labor,1.0723433902316345e-17
H_LaPita,2024_Q3_holidays,1.0723434095116588e-17
H_LaPita,2024_Q4_labor,1.0723433848649946e-17
H_LaPita,2024_Q4_holidays,1.0723433951284702e-17
H_LaRebusca,2023_Q1_labor,1.0723433905012403e-17
H_LaRebusca,2023_Q1_holidays,1.0723435424409582e-17
H_LaRebusca,2023_Q2_labor,1.0723433892597296e-17
H_LaRebusca,2023_Q2_holidays,1.0723433877594456e-17
H_LaRebusca,2023_Q3_labor,1.0723433952777162e-17
H_LaRebusca,2023_Q3_holidays,1.0723434527547037e-17
H_LaRebusca,2023_Q4_labor,1.0723433925760416e-17
H_LaRebusca,2023_Q4_holidays,1.0723433944584677e-17
H_LaRebusca,2024_Q1_labor,1.0723433903981322e-17
H_LaRebusca,2024_Q1_holidays,1.072343549598952e-17
H_LaRebusca,2024_Q2_labor,1.0723433890172048e-17
H_LaRebusca,2024_Q2_holidays,1.0723433898900135e-17
H_LaRebusca,2024_Q3_labor,1.0723433949216521e-17
H_LaRebusca,2024_Q3_holidays,1.0723434598799997e-17
H_LaRebusca,2024_Q4_labor,1.0723433922514714e-17
H_LaRebusca,2024_Q4_holidays,1.072343399305354e-17
H_La_Vuelta,2023_Q1_labor,1.0723433311853569e-17
H_La_Vuelta,2023_Q1_holidays,1.0723433325034965e-17
H_La_Vuelta,2023_Q2_labor,1.0723433230570629e-17
H_La_Vuelta,2023_Q2_holidays,1.0723433222578744e-17
H_La_Vuelta,2023_Q3_labor,1.0723433249872319e-17
H_La_Vuelta,2023_Q3_holidays,1.0723433217569773e-17
H_La_Vuelta,2023_Q4_labor,1.0723433372079572e-17
H_La_Vuelta,2023_Q4_holidays,1.0723433390849672e-17
H_La_Vuelta,2024_Q1_labor,1.072343331221264e-17
H_La_Vuelta,2024_Q1_holidays,1.0723433333389937e-17
H_La_Vuelta,2024_Q2_labor,1.0723433230225598e-17
H_La_Vuelta,2024_Q2_holidays,1.072343323038006e-17
H_La_Vuelta,2024_Q3_labor,1.0723433249422975e-17
H_La_Vuelta,2024_Q3_holidays,1.0723433227180496e-17
H_La_Vuelta,2024_Q4_labor,1.0723433371517892e-17
H_La_Vuelta,2024_Q4_holidays,1.0723433407232638e-17
H_LasPalmas,2023_Q1_labor,1.0723433720908151e-17
H_LasPalmas,2023_Q1_holidays,1.0723434764069957e-17
H_LasPalmas,2023_Q2_labor,1.0723433453368528e-17
H_LasPalmas,2023_Q2_holidays,1.0723433442114893e-17
