HYDRO_GEN_TS_1,HYDRO_GEN_TS_2,Relax_Enforce_Hydro_Avg_Flow_down
H_Porce3Meno,2023_Q4_labor,0.0
H_Porce3Meno,2023_Q4_holidays,0.0
H_Porce3Meno,2024_Q1_labor,0.0
H_Porce3Meno,2024_Q1_holidays,0.0
H_Porce3Meno,2024_Q2_labor,0.0
H_Porce3Meno,2024_Q2_holidays,0.0
H_Porce3Meno,2024_Q3_labor,0.0
H_Porce3Meno,2024_Q3_holidays,0.0
H_Porce3Meno,2024_Q4_labor,0.0
H_Porce3Meno,2024_Q4_holidays,0.0
H_Puente_Gui,2023_Q1_labor,0.0
H_Puente_Gui,2023_Q1_holidays,0.0
H_Puente_Gui,2023_Q2_labor,0.0
H_Puente_Gui,2023_Q2_holidays,0.0
H_Puente_Gui,2023_Q3_labor,0.0
H_Puente_Gui,2023_Q3_holidays,0.0
H_Puente_Gui,2023_Q4_labor,0.0
H_Puente_Gui,2023_Q4_holidays,0.0
H_Puente_Gui,2024_Q1_labor,0.0
H_Puente_Gui,2024_Q1_holidays,0.0
H_Puente_Gui,2024_Q2_labor,0.0
H_Puente_Gui,2024_Q2_holidays,0.0
H_Puente_Gui,2024_Q3_labor,0.0
H_Puente_Gui,2024_Q3_holidays,0.0
H_Puente_Gui,2024_Q4_labor,0.0
H_Puente_Gui,2024_Q4_holidays,0.0
H_Remedios,2023_Q1_labor,0.0
H_Remedios,2023_Q1_holidays,0.0
H_Remedios,2023_Q2_labor,0.0
H_Remedios,2023_Q2_holidays,0.0
H_Remedios,2023_Q3_labor,0.0
H_Remedios,2023_Q3_holidays,0.0
H_Remedios,2023_Q4_labor,0.0
H_Remedios,2023_Q4_holidays,0.0
H_Remedios,2024_Q1_labor,0.0
H_Remedios,2024_Q1_holidays,0.0
H_Remedios,2024_Q2_labor,0.0
H_Remedios,2024_Q2_holidays,0.0
H_Remedios,2024_Q3_labor,0.0
H_Remedios,2024_Q3_holidays,0.0
H_Remedios,2024_Q4_labor,0.0
H_Remedios,2024_Q4_holidays,0.0
H_RioBobo,2023_Q1_labor,0.0
H_RioBobo,2023_Q1_holidays,0.0
H_RioBobo,2023_Q2_labor,0.0
H_RioBobo,2023_Q2_holidays,0.0
H_RioBobo,2023_Q3_labor,0.0
H_RioBobo,2023_Q3_holidays,0.0
H_RioBobo,2023_Q4_labor,0.0
H_RioBobo,2023_Q4_holidays,0.0
H_RioBobo,2024_Q1_labor,0.0
H_RioBobo,2024_Q1_holidays,0.0
H_RioBobo,2024_Q2_labor,0.0
H_RioBobo,2024_Q2_holidays,0.0
H_RioBobo,2024_Q3_labor,0.0
H_RioBobo,2024_Q3_holidays,0.0
H_RioBobo,2024_Q4_labor,0.0
H_RioBobo,2024_Q4_holidays,0.0
H_RioCali,2023_Q1_labor,0.0
H_RioCali,2023_Q1_holidays,0.0
H_RioCali,2023_Q2_labor,0.0
H_RioCali,2023_Q2_holidays,0.0
H_RioCali,2023_Q3_labor,0.0
H_RioCali,2023_Q3_holidays,0.0
H_RioCali,2023_Q4_labor,0.0
H_RioCali,2023_Q4_holidays,0.0
H_RioCali,2024_Q1_labor,0.0
H_RioCali,2024_Q1_holidays,0.0
H_RioCali,2024_Q2_labor,0.0
H_RioCali,2024_Q2_holidays,0.0
H_RioCali,2024_Q3_labor,0.0
H_RioCali,2024_Q3_holidays,0.0
H_RioCali,2024_Q4_labor,0.0
H_RioCali,2024_Q4_holidays,0.0
H_RioFrioI,2023_Q1_labor,0.0
H_RioFrioI,2023_Q1_holidays,0.0
H_RioFrioI,2023_Q2_labor,0.0
H_RioFrioI,2023_Q2_holidays,0.0
H_RioFrioI,2023_Q3_labor,0.0
H_RioFrioI,2023_Q3_holidays,0.0
H_RioFrioI,2023_Q4_labor,0.0
H_RioFrioI,2023_Q4_holidays,0.0
H_RioFrioI,2024_Q1_labor,0.0
H_RioFrioI,2024_Q1_holidays,0.0
H_RioFrioI,2024_Q2_labor,0.0
H_RioFrioI,2024_Q2_holidays,0.0
H_RioFrioI,2024_Q3_labor,0.0
H_RioFrioI,2024_Q3_holidays,0.0
H_RioFrioI,2024_Q4_labor,0.0
H_RioFrioI,2024_Q4_holidays,0.0
H_RioFrioII,2023_Q1_labor,0.0
H_RioFrioII,2023_Q1_holidays,0.0
H_RioFrioII,2023_Q2_labor,0.0
H_RioFrioII,2023_Q2_holidays,0.0
H_RioFrioII,2023_Q3_labor,0.0
H_RioFrioII,2023_Q3_holidays,0.0
H_RioFrioII,2023_Q4_labor,0.0
H_RioFrioII,2023_Q4_holidays,0.0
H_RioFrioII,2024_Q1_labor,0.0
H_RioFrioII,2024_Q1_holidays,0.0
H_RioFrioII,2024_Q2_labor,0.0
H_RioFrioII,2024_Q2_holidays,0.0
H_RioFrioII,2024_Q3_labor,0.0
H_RioFrioII,2024_Q3_holidays,0.0
H_RioFrioII,2024_Q4_labor,0.0
H_RioFrioII,2024_Q4_holidays,0.0
H_RioFrioTam,2023_Q1_labor,0.0
H_RioFrioTam,2023_Q1_holidays,0.0
H_RioFrioTam,2023_Q2_labor,0.0
H_RioFrioTam,2023_Q2_holidays,0.0
H_RioFrioTam,2023_Q3_labor,0.0
H_RioFrioTam,2023_Q3_holidays,0.0
H_RioFrioTam,2023_Q4_labor,0.0
H_RioFrioTam,2023_Q4_holidays,0.0
H_RioFrioTam,2024_Q1_labor,0.0
H_RioFrioTam,2024_Q1_holidays,0.0
H_RioFrioTam,2024_Q2_labor,0.0
H_RioFrioTam,2024_Q2_holidays,0.0
H_RioFrioTam,2024_Q3_labor,0.0
H_RioFrioTam,2024_Q3_holidays,0.0
H_RioFrioTam,2024_Q4_labor,0.0
H_RioFrioTam,2024_Q4_holidays,0.0
H_RioGrande,2023_Q1_labor,0.0
H_RioGrande,2023_Q1_holidays,0.0
H_RioGrande,2023_Q2_labor,0.0
H_RioGrande,2023_Q2_holidays,0.0
H_RioGrande,2023_Q3_labor,0.0
H_RioGrande,2023_Q3_holidays,0.0
H_RioGrande,2023_Q4_labor,0.0
H_RioGrande,2023_Q4_holidays,0.0
H_RioGrande,2024_Q1_labor,0.0
H_RioGrande,2024_Q1_holidays,0.0
H_RioGrande,2024_Q2_labor,0.0
H_RioGrande,2024_Q2_holidays,0.0
H_RioGrande,2024_Q3_labor,0.0
H_RioGrande,2024_Q3_holidays,0.0
H_RioGrande,2024_Q4_labor,0.0
H_RioGrande,2024_Q4_holidays,0.0
H_RioMayo,2023_Q1_labor,0.0
H_RioMayo,2023_Q1_holidays,0.0
H_RioMayo,2023_Q2_labor,0.0
H_RioMayo,2023_Q2_holidays,0.0
H_RioMayo,2023_Q3_labor,0.0
H_RioMayo,2023_Q3_holidays,0.0
H_RioMayo,2023_Q4_labor,0.0
H_RioMayo,2023_Q4_holidays,0.0
H_RioMayo,2024_Q1_labor,0.0
H_RioMayo,2024_Q1_holidays,0.0
H_RioMayo,2024_Q2_labor,0.0
H_RioMayo,2024_Q2_holidays,0.0
H_RioMayo,2024_Q3_labor,0.0
H_RioMayo,2024_Q3_holidays,0.0
H_RioMayo,2024_Q4_labor,0.0
H_RioMayo,2024_Q4_holidays,0.0
H_RioMulato2,2023_Q1_labor,0.0
H_RioMulato2,2023_Q1_holidays,0.0
H_RioMulato2,2023_Q2_labor,0.0
H_RioMulato2,2023_Q2_holidays,0.0
H_RioMulato2,2023_Q3_labor,0.0
H_RioMulato2,2023_Q3_holidays,0.0
H_RioMulato2,2023_Q4_labor,0.0
H_RioMulato2,2023_Q4_holidays,0.0
H_RioMulato2,2024_Q1_labor,0.0
H_RioMulato2,2024_Q1_holidays,0.0
H_RioMulato2,2024_Q2_labor,0.0
H_RioMulato2,2024_Q2_holidays,0.0
H_RioMulato2,2024_Q3_labor,0.0
H_RioMulato2,2024_Q3_holidays,0.0
H_RioMulato2,2024_Q4_labor,0.0
H_RioMulato2,2024_Q4_holidays,0.0
H_RioNegro,2023_Q1_labor,0.0
H_RioNegro,2023_Q1_holidays,0.0
H_RioNegro,2023_Q2_labor,0.0
H_RioNegro,2023_Q2_holidays,0.0
H_RioNegro,2023_Q3_labor,0.0
H_RioNegro,2023_Q3_holidays,0.0
H_RioNegro,2023_Q4_labor,0.0
H_RioNegro,2023_Q4_holidays,0.0
H_RioNegro,2024_Q1_labor,0.0
H_RioNegro,2024_Q1_holidays,0.0
H_RioNegro,2024_Q2_labor,0.0
H_RioNegro,2024_Q2_holidays,0.0
H_RioNegro,2024_Q3_labor,0.0
H_RioNegro,2024_Q3_holidays,0.0
H_RioNegro,2024_Q4_labor,0.0
H_RioNegro,2024_Q4_holidays,0.0
H_RioPalo,2023_Q1_labor,0.0
H_RioPalo,2023_Q1_holidays,0.0
H_RioPalo,2023_Q2_labor,0.0
H_RioPalo,2023_Q2_holidays,0.0
H_RioPalo,2023_Q3_labor,0.0
H_RioPalo,2023_Q3_holidays,0.0
H_RioPalo,2023_Q4_labor,0.0
H_RioPalo,2023_Q4_holidays,0.0
H_RioPalo,2024_Q1_labor,0.0
H_RioPalo,2024_Q1_holidays,0.0
H_RioPalo,2024_Q2_labor,0.0
H_RioPalo,2024_Q2_holidays,0.0
H_RioPalo,2024_Q3_labor,0.0
H_RioPalo,2024_Q3_holidays,0.0
H_RioPalo,2024_Q4_labor,0.0
H_RioPalo,2024_Q4_holidays,0.0
H_RioPiedras,2023_Q1_labor,0.0
H_RioPiedras,2023_Q1_holidays,0.0
H_RioPiedras,2023_Q2_labor,0.0
H_RioPiedras,2023_Q2_holidays,0.0
H_RioPiedras,2023_Q3_labor,0.0
H_RioPiedras,2023_Q3_holidays,0.0
H_RioPiedras,2023_Q4_labor,0.0
H_RioPiedras,2023_Q4_holidays,0.0
H_RioPiedras,2024_Q1_labor,0.0
H_RioPiedras,2024_Q1_holidays,0.0
H_RioPiedras,2024_Q2_labor,0.0
H_RioPiedras,2024_Q2_holidays,0.0
H_RioPiedras,2024_Q3_labor,0.0
H_RioPiedras,2024_Q3_holidays,0.0
H_RioPiedras,2024_Q4_labor,0.0
H_RioPiedras,2024_Q4_holidays,0.0
H_RioSapuye,2023_Q1_labor,0.0
H_RioSapuye,2023_Q1_holidays,0.0
H_RioSapuye,2023_Q2_labor,0.0
H_RioSapuye,2023_Q2_holidays,0.0
H_RioSapuye,2023_Q3_labor,0.0
H_RioSapuye,2023_Q3_holidays,0.0
H_RioSapuye,2023_Q4_labor,0.0
H_RioSapuye,2023_Q4_holidays,0.0
H_RioSapuye,2024_Q1_labor,0.0
H_RioSapuye,2024_Q1_holidays,0.0
H_RioSapuye,2024_Q2_labor,0.0
H_RioSapuye,2024_Q2_holidays,0.0
H_RioSapuye,2024_Q3_labor,0.0
H_RioSapuye,2024_Q3_holidays,0.0
H_RioSapuye,2024_Q4_labor,0.0
H_RioSapuye,2024_Q4_holidays,0.0
H_Rio_Recio,2023_Q1_labor,0.0
H_Rio_Recio,2023_Q1_holidays,0.0
H_Rio_Recio,2023_Q2_labor,0.0
H_Rio_Recio,2023_Q2_holidays,0.0
H_Rio_Recio,2023_Q3_labor,0.0
H_Rio_Recio,2023_Q3_holidays,0.0
H_Rio_Recio,2023_Q4_labor,0.0
H_Rio_Recio,2023_Q4_holidays,0.0
H_Rio_Recio,2024_Q1_labor,0.0
H_Rio_Recio,2024_Q1_holidays,0.0
H_Rio_Recio,2024_Q2_labor,0.0
H_Rio_Recio,2024_Q2_holidays,0.0
H_Rio_Recio,2024_Q3_labor,0.0
H_Rio_Recio,2024_Q3_holidays,0.0
H_Rio_Recio,2024_Q4_labor,0.0
H_Rio_Recio,2024_Q4_holidays,0.0
H_Rumor,2023_Q1_labor,0.0
H_Rumor,2023_Q1_holidays,0.0
H_Rumor,2023_Q2_labor,0.0
H_Rumor,2023_Q2_holidays,0.0
H_Rumor,2023_Q3_labor,0.0
H_Rumor,2023_Q3_holidays,0.0
H_Rumor,2023_Q4_labor,0.0
H_Rumor,2023_Q4_holidays,0.0
H_Rumor,2024_Q1_labor,0.0
H_Rumor,2024_Q1_holidays,0.0
H_Rumor,2024_Q2_labor,0.0
H_Rumor,2024_Q2_holidays,0.0
H_Rumor,2024_Q3_labor,0.0
H_Rumor,2024_Q3_holidays,0.0
H_Rumor,2024_Q4_labor,0.0
H_Rumor,2024_Q4_holidays,0.0
H_SBartolome,2023_Q1_labor,0.0
H_SBartolome,2023_Q1_holidays,0.0
H_SBartolome,2023_Q2_labor,0.0
H_SBartolome,2023_Q2_holidays,0.0
H_SBartolome,2023_Q3_labor,0.0
H_SBartolome,2023_Q3_holidays,0.0
H_SBartolome,2023_Q4_labor,0.0
H_SBartolome,2023_Q4_holidays,0.0
H_SBartolome,2024_Q1_labor,0.0
H_SBartolome,2024_Q1_holidays,0.0
H_SBartolome,2024_Q2_labor,0.0
H_SBartolome,2024_Q2_holidays,0.0
H_SBartolome,2024_Q3_labor,0.0
H_SBartolome,2024_Q3_holidays,0.0
H_SBartolome,2024_Q4_labor,0.0
H_SBartolome,2024_Q4_holidays,0.0
H_SFrancisPu,2023_Q1_labor,0.0
H_SFrancisPu,2023_Q1_holidays,0.0
H_SFrancisPu,2023_Q2_labor,0.0
H_SFrancisPu,2023_Q2_holidays,0.0
H_SFrancisPu,2023_Q3_labor,0.0
H_SFrancisPu,2023_Q3_holidays,0.0
H_SFrancisPu,2023_Q4_labor,0.0
H_SFrancisPu,2023_Q4_holidays,0.0
H_SFrancisPu,2024_Q1_labor,0.0
H_SFrancisPu,2024_Q1_holidays,0.0
H_SFrancisPu,2024_Q2_labor,0.0
H_SFrancisPu,2024_Q2_holidays,0.0
H_SFrancisPu,2024_Q3_labor,0.0
H_SFrancisPu,2024_Q3_holidays,0.0
H_SFrancisPu,2024_Q4_labor,0.0
H_SFrancisPu,2024_Q4_holidays,0.0
H_Sajandi,2023_Q1_labor,0.0
H_Sajandi,2023_Q1_holidays,0.0
H_Sajandi,2023_Q2_labor,0.0
H_Sajandi,2023_Q2_holidays,0.0
H_Sajandi,2023_Q3_labor,0.0
H_Sajandi,2023_Q3_holidays,0.0
H_Sajandi,2023_Q4_labor,0.0
H_Sajandi,2023_Q4_holidays,0.0
H_Sajandi,2024_Q1_labor,0.0
H_Sajandi,2024_Q1_holidays,0.0
H_Sajandi,2024_Q2_labor,0.0
H_Sajandi,2024_Q2_holidays,0.0
H_Sajandi,2024_Q3_labor,0.0
H_Sajandi,2024_Q3_holidays,0.0
H_Sajandi,2024_Q4_labor,0.0
H_Sajandi,2024_Q4_holidays,0.0
H_SanAndres2,2023_Q1_labor,0.0
H_SanAndres2,2023_Q1_holidays,0.0
H_SanAndres2,2023_Q2_labor,0.0
H_SanAndres2,2023_Q2_holidays,0.0
H_SanAndres2,2023_Q3_labor,0.0
H_SanAndres2,2023_Q3_holidays,0.0
H_SanAndres2,2023_Q4_labor,0.0
H_SanAndres2,2023_Q4_holidays,0.0
H_SanAndres2,2024_Q1_labor,0.0
H_SanAndres2,2024_Q1_holidays,0.0
H_SanAndres2,2024_Q2_labor,0.0
H_SanAndres2,2024_Q2_holidays,0.0
H_SanAndres2,2024_Q3_labor,0.0
H_SanAndres2,2024_Q3_holidays,0.0
H_SanAndres2,2024_Q4_labor,0.0
H_SanAndres2,2024_Q4_holidays,0.0
H_SanCancio,2023_Q1_labor,0.0
H_SanCancio,2023_Q1_holidays,0.0
H_SanCancio,2023_Q2_labor,0.0
H_SanCancio,2023_Q2_holidays,0.0
H_SanCancio,2023_Q3_labor,0.0
H_SanCancio,2023_Q3_holidays,0.0
H_SanCancio,2023_Q4_labor,0.0
H_SanCancio,2023_Q4_holidays,0.0
H_SanCancio,2024_Q1_labor,0.0
H_SanCancio,2024_Q1_holidays,0.0
H_SanCancio,2024_Q2_labor,0.0
H_SanCancio,2024_Q2_holidays,0.0
H_SanCancio,2024_Q3_labor,0.0
H_SanCancio,2024_Q3_holidays,0.0
H_SanCancio,2024_Q4_labor,0.0
H_SanCancio,2024_Q4_holidays,0.0
H_SanJosMoII,2023_Q1_labor,0.0
H_SanJosMoII,2023_Q1_holidays,0.0
H_SanJosMoII,2023_Q2_labor,0.0
H_SanJosMoII,2023_Q2_holidays,0.0
H_SanJosMoII,2023_Q3_labor,0.0
H_SanJosMoII,2023_Q3_holidays,0.0
H_SanJosMoII,2023_Q4_labor,0.0
H_SanJosMoII,2023_Q4_holidays,0.0
H_SanJosMoII,2024_Q1_labor,0.0
H_SanJosMoII,2024_Q1_holidays,0.0
H_SanJosMoII,2024_Q2_labor,0.0
H_SanJosMoII,2024_Q2_holidays,0.0
H_SanJosMoII,2024_Q3_labor,0.0
H_SanJosMoII,2024_Q3_holidays,0.0
H_SanJosMoII,2024_Q4_labor,0.0
H_SanJosMoII,2024_Q4_holidays,0.0
H_SanJose,2023_Q1_labor,0.0
H_SanJose,2023_Q1_holidays,0.0
H_SanJose,2023_Q2_labor,0.0
H_SanJose,2023_Q2_holidays,0.0
H_SanJose,2023_Q3_labor,0.0
H_SanJose,2023_Q3_holidays,0.0
H_SanJose,2023_Q4_labor,0.0
H_SanJose,2023_Q4_holidays,0.0
H_SanJose,2024_Q1_labor,0.0
H_SanJose,2024_Q1_holidays,0.0
H_SanJose,2024_Q2_labor,0.0
H_SanJose,2024_Q2_holidays,0.0
H_SanJose,2024_Q3_labor,0.0
H_SanJose,2024_Q3_holidays,0.0
H_SanJose,2024_Q4_labor,0.0
H_SanJose,2024_Q4_holidays,0.0
H_SanMatias,2023_Q1_labor,0.0
H_SanMatias,2023_Q1_holidays,0.0
H_SanMatias,2023_Q2_labor,0.0
H_SanMatias,2023_Q2_holidays,0.0
H_SanMatias,2023_Q3_labor,0.0
H_SanMatias,2023_Q3_holidays,0.0
H_SanMatias,2023_Q4_labor,0.0
H_SanMatias,2023_Q4_holidays,0.0
H_SanMatias,2024_Q1_labor,0.0
H_SanMatias,2024_Q1_holidays,0.0
H_SanMatias,2024_Q2_labor,0.0
H_SanMatias,2024_Q2_holidays,0.0
H_SanMatias,2024_Q3_labor,0.0
H_SanMatias,2024_Q3_holidays,0.0
H_SanMatias,2024_Q4_labor,0.0
H_SanMatias,2024_Q4_holidays,0.0
H_SantaAna,2023_Q1_labor,0.0
H_SantaAna,2023_Q1_holidays,0.0
H_SantaAna,2023_Q2_labor,0.0
H_SantaAna,2023_Q2_holidays,0.0
H_SantaAna,2023_Q3_labor,0.0
H_SantaAna,2023_Q3_holidays,0.0
H_SantaAna,2023_Q4_labor,0.0
H_SantaAna,2023_Q4_holidays,0.0
H_SantaAna,2024_Q1_labor,0.0
H_SantaAna,2024_Q1_holidays,0.0
H_SantaAna,2024_Q2_labor,0.0
H_SantaAna,2024_Q2_holidays,0.0
H_SantaAna,2024_Q3_labor,0.0
H_SantaAna,2024_Q3_holidays,0.0
H_SantaAna,2024_Q4_labor,0.0
H_SantaAna,2024_Q4_holidays,0.0
H_SantaRita,2023_Q1_labor,0.0
H_SantaRita,2023_Q1_holidays,0.0
H_SantaRita,2023_Q2_labor,0.0
H_SantaRita,2023_Q2_holidays,0.0
H_SantaRita,2023_Q3_labor,0.0
H_SantaRita,2023_Q3_holidays,0.0
H_SantaRita,2023_Q4_labor,0.0
H_SantaRita,2023_Q4_holidays,0.0
H_SantaRita,2024_Q1_labor,0.0
H_SantaRita,2024_Q1_holidays,0.0
H_SantaRita,2024_Q2_labor,0.0
H_SantaRita,2024_Q2_holidays,0.0
H_SantaRita,2024_Q3_labor,0.0
H_SantaRita,2024_Q3_holidays,0.0
H_SantaRita,2024_Q4_labor,0.0
H_SantaRita,2024_Q4_holidays,0.0
H_Santiago,2023_Q1_labor,0.0
H_Santiago,2023_Q1_holidays,0.0
H_Santiago,2023_Q2_labor,0.0
H_Santiago,2023_Q2_holidays,0.0
H_Santiago,2023_Q3_labor,0.0
H_Santiago,2023_Q3_holidays,0.0
H_Santiago,2023_Q4_labor,0.0
H_Santiago,2023_Q4_holidays,0.0
H_Santiago,2024_Q1_labor,0.0
H_Santiago,2024_Q1_holidays,0.0
H_Santiago,2024_Q2_labor,0.0
H_Santiago,2024_Q2_holidays,0.0
H_Santiago,2024_Q3_labor,0.0
H_Santiago,2024_Q3_holidays,0.0
H_Santiago,2024_Q4_labor,0.0
H_Santiago,2024_Q4_holidays,0.0
H_Silvia,2023_Q1_labor,0.0
H_Silvia,2023_Q1_holidays,0.0
H_Silvia,2023_Q2_labor,0.0
H_Silvia,2023_Q2_holidays,0.0
H_Silvia,2023_Q3_labor,0.0
H_Silvia,2023_Q3_holidays,0.0
H_Silvia,2023_Q4_labor,0.0
H_Silvia,2023_Q4_holidays,0.0
H_Silvia,2024_Q1_labor,0.0
H_Silvia,2024_Q1_holidays,0.0
H_Silvia,2024_Q2_labor,0.0
H_Silvia,2024_Q2_holidays,0.0
H_Silvia,2024_Q3_labor,0.0
H_Silvia,2024_Q3_holidays,0.0
H_Silvia,2024_Q4_labor,0.0
H_Silvia,2024_Q4_holidays,0.0
H_Suba,2023_Q1_labor,0.0
H_Suba,2023_Q1_holidays,0.0
H_Suba,2023_Q2_labor,0.0
H_Suba,2023_Q2_holidays,0.0
H_Suba,2023_Q3_labor,0.0
H_Suba,2023_Q3_holidays,0.0
H_Suba,2023_Q4_labor,0.0
H_Suba,2023_Q4_holidays,0.0
H_Suba,2024_Q1_labor,0.0
H_Suba,2024_Q1_holidays,0.0
H_Suba,2024_Q2_labor,0.0
H_Suba,2024_Q2_holidays,0.0
H_Suba,2024_Q3_labor,0.0
H_Suba,2024_Q3_holidays,0.0
H_Suba,2024_Q4_labor,0.0
H_Suba,2024_Q4_holidays,0.0
H_Sueva2,2023_Q1_labor,0.0
H_Sueva2,2023_Q1_holidays,0.0
H_Sueva2,2023_Q2_labor,0.0
H_Sueva2,2023_Q2_holidays,0.0
H_Sueva2,2023_Q3_labor,0.0
H_Sueva2,2023_Q3_holidays,0.0
H_Sueva2,2023_Q4_labor,0.0
H_Sueva2,2023_Q4_holidays,0.0
H_Sueva2,2024_Q1_labor,0.0
H_Sueva2,2024_Q1_holidays,0.0
H_Sueva2,2024_Q2_labor,0.0
H_Sueva2,2024_Q2_holidays,0.0
H_Sueva2,2024_Q3_labor,0.0
H_Sueva2,2024_Q3_holidays,0.0
H_Sueva2,2024_Q4_labor,0.0
H_Sueva2,2024_Q4_holidays,0.0
H_Tunjita,2023_Q1_labor,0.0
H_Tunjita,2023_Q1_holidays,0.0
H_Tunjita,2023_Q2_labor,0.0
H_Tunjita,2023_Q2_holidays,0.0
H_Tunjita,2023_Q3_labor,0.0
H_Tunjita,2023_Q3_holidays,0.0
H_Tunjita,2023_Q4_labor,0.0
H_Tunjita,2023_Q4_holidays,0.0
H_Tunjita,2024_Q1_labor,0.0
H_Tunjita,2024_Q1_holidays,0.0
H_Tunjita,2024_Q2_labor,0.0
H_Tunjita,2024_Q2_holidays,0.0
H_Tunjita,2024_Q3_labor,0.0
H_Tunjita,2024_Q3_holidays,0.0
H_Tunjita,2024_Q4_labor,0.0
H_Tunjita,2024_Q4_holidays,0.0
H_Union,2023_Q1_labor,0.0
H_Union,2023_Q1_holidays,0.0
H_Union,2023_Q2_labor,0.0
H_Union,2023_Q2_holidays,0.0
H_Union,2023_Q3_labor,0.0
H_Union,2023_Q3_holidays,0.0
H_Union,2023_Q4_labor,0.0
H_Union,2023_Q4_holidays,0.0
H_Union,2024_Q1_labor,0.0
H_Union,2024_Q1_holidays,0.0
H_Union,2024_Q2_labor,0.0
H_Union,2024_Q2_holidays,0.0
H_Union,2024_Q3_labor,0.0
H_Union,2024_Q3_holidays,0.0
H_Union,2024_Q4_labor,0.0
H_Union,2024_Q4_holidays,0.0
H_Urrao,2023_Q1_labor,0.0
H_Urrao,2023_Q1_holidays,0.0
H_Urrao,2023_Q2_labor,0.0
H_Urrao,2023_Q2_holidays,0.0
H_Urrao,2023_Q3_labor,0.0
H_Urrao,2023_Q3_holidays,0.0
H_Urrao,2023_Q4_labor,0.0
H_Urrao,2023_Q4_holidays,0.0
H_Urrao,2024_Q1_labor,0.0
H_Urrao,2024_Q1_holidays,0.0
H_Urrao,2024_Q2_labor,0.0
H_Urrao,2024_Q2_holidays,0.0
H_Urrao,2024_Q3_labor,0.0
H_Urrao,2024_Q3_holidays,0.0
H_Urrao,2024_Q4_labor,0.0
H_Urrao,2024_Q4_holidays,0.0
H_Usaquen,2023_Q1_labor,0.0
H_Usaquen,2023_Q1_holidays,0.0
H_Usaquen,2023_Q2_labor,0.0
H_Usaquen,2023_Q2_holidays,0.0
H_Usaquen,2023_Q3_labor,0.0
H_Usaquen,2023_Q3_holidays,0.0
H_Usaquen,2023_Q4_labor,0.0
H_Usaquen,2023_Q4_holidays,0.0
H_Usaquen,2024_Q1_labor,0.0
H_Usaquen,2024_Q1_holidays,0.0
H_Usaquen,2024_Q2_labor,0.0
H_Usaquen,2024_Q2_holidays,0.0
H_Usaquen,2024_Q3_labor,0.0
H_Usaquen,2024_Q3_holidays,0.0
H_Usaquen,2024_Q4_labor,0.0
H_Usaquen,2024_Q4_holidays,0.0
H_VentanaA,2023_Q1_labor,0.0
H_VentanaA,2023_Q1_holidays,0.0
H_VentanaA,2023_Q2_labor,0.0
H_VentanaA,2023_Q2_holidays,0.0
H_VentanaA,2023_Q3_labor,0.0
H_VentanaA,2023_Q3_holidays,0.0
H_VentanaA,2023_Q4_labor,0.0
H_VentanaA,2023_Q4_holidays,0.0
H_VentanaA,2024_Q1_labor,0.0
H_VentanaA,2024_Q1_holidays,0.0
H_VentanaA,2024_Q2_labor,0.0
H_VentanaA,2024_Q2_holidays,0.0
H_VentanaA,2024_Q3_labor,0.0
H_VentanaA,2024_Q3_holidays,0.0
H_VentanaA,2024_Q4_labor,0.0
H_VentanaA,2024_Q4_holidays,0.0
H_VentanaB,2023_Q1_labor,0.0
H_VentanaB,2023_Q1_holidays,0.0
H_VentanaB,2023_Q2_labor,0.0
H_VentanaB,2023_Q2_holidays,0.0
H_VentanaB,2023_Q3_labor,0.0
H_VentanaB,2023_Q3_holidays,0.0
H_VentanaB,2023_Q4_labor,0.0
H_VentanaB,2023_Q4_holidays,0.0
H_VentanaB,2024_Q1_labor,0.0
H_VentanaB,2024_Q1_holidays,0.0
H_VentanaB,2024_Q2_labor,0.0
H_VentanaB,2024_Q2_holidays,0.0
H_VentanaB,2024_Q3_labor,0.0
H_VentanaB,2024_Q3_holidays,0.0
H_VentanaB,2024_Q4_labor,0.0
H_VentanaB,2024_Q4_holidays,0.0
H_Violetas,2023_Q1_labor,0.0
H_Violetas,2023_Q1_holidays,0.0
H_Violetas,2023_Q2_labor,0.0
H_Violetas,2023_Q2_holidays,0.0
H_Violetas,2023_Q3_labor,0.0
H_Violetas,2023_Q3_holidays,0.0
H_Violetas,2023_Q4_labor,0.0
H_Violetas,2023_Q4_holidays,0.0
H_Violetas,2024_Q1_labor,0.0
H_Violetas,2024_Q1_holidays,0.0
H_Violetas,2024_Q2_labor,0.0
H_Violetas,2024_Q2_holidays,0.0
H_Violetas,2024_Q3_labor,0.0
H_Violetas,2024_Q3_holidays,0.0
H_Violetas,2024_Q4_labor,0.0
H_Violetas,2024_Q4_holidays,0.0
H_Zeus,2023_Q1_labor,0.0
H_Zeus,2023_Q1_holidays,0.0
H_Zeus,2023_Q2_labor,0.0
H_Zeus,2023_Q2_holidays,0.0
H_Zeus,2023_Q3_labor,0.0
H_Zeus,2023_Q3_holidays,0.0
H_Zeus,2023_Q4_labor,0.0
H_Zeus,2023_Q4_holidays,0.0
H_Zeus,2024_Q1_labor,0.0
H_Zeus,2024_Q1_holidays,0.0
H_Zeus,2024_Q2_labor,0.0
H_Zeus,2024_Q2_holidays,0.0
H_Zeus,2024_Q3_labor,0.0
H_Zeus,2024_Q3_holidays,0.0
H_Zeus,2024_Q4_labor,0.0
