var_cap_id,timepoint_id,gen_max_capacity_factor
SolarAntioquia,171,0.0
SolarAntioquia,172,0.0
SolarAntioquia,173,0.0
SolarAntioquia,174,5.720330609688342e-05
SolarAntioquia,175,0.03644100023462496
SolarAntioquia,176,0.16241148620825172
SolarAntioquia,177,0.3200226824075162
SolarAntioquia,178,0.47098290003778853
SolarAntioquia,179,0.5895132185907619
SolarAntioquia,18,0.05059397681620367
SolarAntioquia,180,0.6554722998687157
SolarAntioquia,181,0.6559333817665942
SolarAntioquia,182,0.5924318802577848
SolarAntioquia,183,0.4768814879328753
SolarAntioquia,184,0.3299238142215991
SolarAntioquia,185,0.17803625162477205
SolarAntioquia,186,0.05065972908191306
SolarAntioquia,187,0.00013510904018180613
SolarAntioquia,188,0.0
SolarAntioquia,189,0.0
SolarAntioquia,19,6.433980182840549e-05
SolarAntioquia,190,0.0
SolarAntioquia,191,0.0
SolarAntioquia,192,0.0
SolarAntioquia,2,0.0
SolarAntioquia,20,0.0
SolarAntioquia,21,0.0
SolarAntioquia,22,0.0
SolarAntioquia,23,0.0
SolarAntioquia,24,0.0
SolarAntioquia,25,0.0
SolarAntioquia,26,0.0
SolarAntioquia,27,0.0
SolarAntioquia,28,0.0
SolarAntioquia,29,0.0
SolarAntioquia,3,0.0
SolarAntioquia,30,5.308011934667152e-05
SolarAntioquia,31,0.042468983817168536
SolarAntioquia,32,0.18133422981796368
SolarAntioquia,33,0.35924120917782154
SolarAntioquia,34,0.5280808581908811
SolarAntioquia,35,0.6600495558555399
SolarAntioquia,36,0.7332159952773815
SolarAntioquia,37,0.7356482554232949
SolarAntioquia,38,0.6683066036220886
SolarAntioquia,39,0.5414865357143892
SolarAntioquia,4,0.0
SolarAntioquia,40,0.37737761781136264
SolarAntioquia,41,0.2030032977682612
SolarAntioquia,42,0.05032896301551051
SolarAntioquia,43,6.503031055919984e-05
SolarAntioquia,44,0.0
SolarAntioquia,45,0.0
SolarAntioquia,46,0.0
SolarAntioquia,47,0.0
SolarAntioquia,48,0.0
SolarAntioquia,49,0.0
SolarAntioquia,5,0.0
SolarAntioquia,50,0.0
SolarAntioquia,51,0.0
SolarAntioquia,52,0.0
SolarAntioquia,53,0.0
SolarAntioquia,54,0.00010151479460748417
SolarAntioquia,55,0.04392319363578523
SolarAntioquia,56,0.1743094656909513
SolarAntioquia,57,0.33507809089658736
SolarAntioquia,58,0.489135695668829
SolarAntioquia,59,0.6091821449025552
SolarAntioquia,6,5.419604537982074e-05
SolarAntioquia,60,0.6733380456016749
SolarAntioquia,61,0.6718809769410063
SolarAntioquia,62,0.6075662129004349
SolarAntioquia,63,0.4907568171210494
SolarAntioquia,64,0.34246239306131937
SolarAntioquia,65,0.1889711432502193
SolarAntioquia,66,0.054299261037035945
SolarAntioquia,67,0.0005272803126632378
SolarAntioquia,68,0.0
SolarAntioquia,69,0.0
SolarAntioquia,7,0.04277700631839265
SolarAntioquia,70,0.0
SolarAntioquia,71,0.0
SolarAntioquia,72,0.0
SolarAntioquia,73,0.0
SolarAntioquia,74,0.0
SolarAntioquia,75,0.0
SolarAntioquia,76,0.0
SolarAntioquia,77,0.0
SolarAntioquia,78,0.00010193550774635172
SolarAntioquia,79,0.043803359791862756
SolarAntioquia,8,0.18290876860443334
SolarAntioquia,80,0.17392308408817447
SolarAntioquia,81,0.33431375643393835
SolarAntioquia,82,0.4885063653052354
SolarAntioquia,83,0.6086401863051798
SolarAntioquia,84,0.6732921637590267
SolarAntioquia,85,0.672764481399557
SolarAntioquia,86,0.6089077531706957
SolarAntioquia,87,0.49234526449906485
SolarAntioquia,88,0.34400814063042107
SolarAntioquia,89,0.19020700680952227
SolarAntioquia,9,0.3619314010642566
SolarAntioquia,90,0.05498097007431972
SolarAntioquia,91,0.0005555612698125231
SolarAntioquia,92,0.0
SolarAntioquia,93,0.0
SolarAntioquia,94,0.0
SolarAntioquia,95,0.0
SolarAntioquia,96,0.0
SolarAntioquia,97,0.0
