,Values_Code,Values_Name,Values_Type,Values_Disp,Values_RecType,Values_EnerSource,Values_OperStartdate,Values_State,Value
315,3ICZ,AGPE EVERARDO ARMENTA ALONSO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-07-27,OPERACION,10.0
316,3ID2,AGPE EDS TAYRONA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-07-27,OPERACION,100.0
317,3ID4,AGPE ROSANA CARRILLO MONSALVO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-07-27,OPERACION,6.0
318,3ID6,AGPE SOFITEL CASA LOMA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-07-27,OPERACION,60.0
319,3II2,AGPE JESUALDO MORELLI SOCARRAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
320,3II4,AGPE VASQUEZ LLINAS DESING SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
321,3II6,AGPE MI FUTURO DON CAMPO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,99.0
322,3II8,AGPE CELMIRA GALVIS FAJARDO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
323,3IIA,AGPE DISTRIBUIDORA Y COMERCIALIZADORA SALEM,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,75.0
324,3IIC,AGPE YOLANDA BAUTE CASTRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
325,3IIE,AGPE INVERSIONES LAS MARIAS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
326,3IIG,AGPE INVERSIONES LUJO SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
327,3III,AGPE JAVIER DARIO MONSALVO BOLIVAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
328,3IIK,AGPE CLAUDIA MARCELA OTALORA MAHECHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
329,3IIM,AGPE JESUS ANTONIO BALLESTEROS GALVIS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
330,3IIO,AGPE VIVA MAYALES SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,10.0
331,3IIQ,AGPE PLANTA LUBRICANTES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,440.0
332,3IIT,AGPE MIL VARIEDADES I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,40.0
333,3IIV,AGPE COLEGIO BERCHMANS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-10,OPERACION,75.0
334,3IJF,AUTOG COSTAYACO,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GAS,2023-09-04,OPERACION,2000.0
335,3IML,AGPE BODYTECH COLINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-31,OPERACION,20.0
336,3IMN,AGPE BODYTECH CHAPINERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-08-31,OPERACION,40.0
337,3INT,AGPE JOSE ALFREDO GNECCO ZULETA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-07,OPERACION,10.0
338,3IOY,AGPE NORMANDY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,200.0
339,3IP1,AGPE FLORES DEL ZORRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,12.0
340,3IP3,AGPE LUZ MILA MORELLI SOCARRAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,15.0
341,3IP5,AGPE INVERSIONES VILLA ROSA DEL CESAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,30.0
342,3IP7,AGPE ALCIELO CONSTRUCTORA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,15.0
343,3IQ2,AGPE LA CALI PRINCIPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-09-14,OPERACION,40.0
344,3IRX,PORTON DEL SOL,SOLAR,DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-03-08,OPERACION,102000.0
345,3IRZ,LA CASCADA DE GRANADA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2023-09-30,OPERACION,2090.0
346,3IS2,PARQUE SOLAR ARENAL,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2023-12-30,OPERACION,2000.0
347,3ISD,AGPE ORF SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-01,OPERACION,860.0
348,3ITE,AGPE UNICOR JUANITA ISAZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,27.600000000000005
349,3ITG,AGPE INVERSIONES MONGNE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,15.0
350,3ITI,AGPE GERMAN FRANCISCO MORON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,15.0
351,3ITK,AGPE INDUSTRIAS MACAR PALMIRA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,70.0
352,3ITM,AGPE HACIENDA SAN FELIPE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,99.90000000000002
353,3ITO,AGPE NUTRILACTEOS DEL SUR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,32.0
354,3ITQ,AGPE HOTEL ASTOR BYHOURS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-05,OPERACION,36.0
355,3IUT,AGPE RESIDENCIA SIGLO XXI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-10,OPERACION,40.0
356,3IUZ,AGPE LADRILLERA SANTANDER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-12,OPERACION,500.0
357,3IZQ,AGPE FARMATODO MANGA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-26,OPERACION,40.0
358,3IZS,AGPE IML ETIQUETAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-26,OPERACION,240.0
359,3IZU,AGPE RAMIREZ ZULUAGA E HIJOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-26,OPERACION,72.0
360,3IZW,AGPE COMFENALCO QUINDIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-10-26,OPERACION,96.0
361,3J1J,PARQUE SOLAR HONDA I,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2023-12-28,OPERACION,9900.0
362,3J2B,SOLAR PLANETA RICA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-04-17,OPERACION,19900.0
363,3J2H,PETALO DE CORDOBA II,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2023-12-16,OPERACION,9900.0
364,3J2K,AGPE DISPROLACTEOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-16,OPERACION,72.0
365,3J2O,AGPE BODYTECH CHICO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-16,OPERACION,40.0
366,3J2Q,AGPE LA CORSARIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-16,OPERACION,60.0
367,3J2Y,AGPE HUMAX,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,96.0
368,3J31,AGPE EDS SAN RAFAEL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,36.0
369,3J33,AGPE GRAFICAS DIAMANTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,36.0
370,3J35,AGPE EDIFICIO V1501,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,30.0
371,3J37,AGPE INVERSIONES PASTO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,20.0
372,3J39,AGPE MAXXILLANTAS NO2,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,10.0
373,3J3B,AGPE BELLAVISTA COAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,160.0
374,3J3D,AGPE LA TURBINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-11-23,OPERACION,10.0
375,3J4D,CAIMAN CIENAGUERO,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2023-12-15,OPERACION,9000.0
376,3J4R,PARQUE SOLAR DINAMARCA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-03-11,OPERACION,9000.0
377,3J4T,PARQUE SOLAR VERSALLES,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-03-11,OPERACION,9000.0
378,3J4V,PARQUE SOLAR LA MENA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-02-16,OPERACION,9000.0
379,3J5V,AGPE LUCAS JARAMILLO MONTOYA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-04,OPERACION,10.0
380,3J5X,AGPE NATACHA JARAMILLO MONTOYA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-04,OPERACION,10.0
381,3J8B,AGPE TIENDA Y EXPEDIDO DE CARNES JC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-14,OPERACION,15.0
382,3J8T,AGPE TREKKER HOSTELS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-21,OPERACION,20.0
383,3J8V,AGPE ARA CARTAGENA SANTA MONICA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-21,OPERACION,75.0
384,3J8X,AGPE ARA CARTAGENA LOS CORALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-21,OPERACION,66.0
385,3J8Z,AGPE ARA CARTAGENA PROVIDENCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-21,OPERACION,56.0
386,3JA3,AGPE PORTAL DEL CARIBE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2023-12-21,OPERACION,36.0
387,3JBP,LA NENERA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-01-13,OPERACION,975.0
388,3JG3,AGPE MULTIIDEAS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,75.0
389,3JG5,AGPE FARMATODO RODADERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,60.0
390,3JHX,AGPE LA MASIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,96.0
391,3JHZ,AGPE PLATINUM INVESTMENTS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,30.0
392,3JI2,AGPE SAMUEL DAVID JULIO AMIGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,9.0
393,3JI4,AGPE INVERSIONES COSIE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-01-18,OPERACION,192.0
394,3JNN,AGPE CENTROABASTOS SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-08,OPERACION,840.0
395,3JNP,AGPE LENA BEATRIZ REZA GARCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-08,OPERACION,4.5
396,3JNR,AUTOG UNIBOL 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GAS,2024-02-11,OPERACION,4900.0
397,3JP6,GD BASILICA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-16,OPERACION,975.0
398,3JP8,GD LA URIBE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-03-14,OPERACION,600.0
399,3JPA,GD ALFEREZ,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-22,OPERACION,600.0
400,3JPE,GD LOS CHORROS,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-16,OPERACION,600.0
401,3JPK,MINIGRANJA SAN PEDRO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-27,OPERACION,995.9
402,3JPM,BARAYA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-18,OPERACION,996.0
403,3JQA,GD EL BANCO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-22,OPERACION,975.0
404,3JQC,GANDALF,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-22,OPERACION,996.0
405,3JQE,CANAHUATE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-02-22,OPERACION,996.0
406,3JQL,AGPE CORPORACION CLUB COLOMBIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,56.0
407,3JQT,AGPE TELESENTINEL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,36.0
408,3JQV,AGPE ARA SAN VICENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,60.0
409,3JQX,AGPE MODULTEC II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,20.0
410,3JQZ,AGPE MODULTEC I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,40.0
411,3JR2,AGPE MODULTEC III,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-22,OPERACION,20.0
412,3K52,AGPE SINCRON OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,10.5
413,3K54,AGPE SINCRON PANCE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,3.0
414,3K56,AGPE AMISALUD SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,43.20000000000001
415,3K5A,AGPE CLINICA SALUD ORAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,20.0
416,3K5C,AGPE GRASAS Y LACTEOS DE OCCIDENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,36.0
417,3K5E,AGPE CONGNAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,20.0
418,3K5G,AGPE EDGAVDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,20.0
419,3K5I,AGPE ARIS TEXTIL SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-02-29,OPERACION,100.0
420,3K5Y,AGPE SALUD FORMA MEDICAL ESTHETIC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-01,OPERACION,13.5
421,3K6R,AGPE PANADERIA GALAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-07,OPERACION,15.0
422,3K6T,SOLAR ALEJANDRIA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,RAD SOLAR,2024-04-27,OPERACION,9400.0
423,3K6V,AGPE BANCO DE BOGOTA JAMUNDI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-07,OPERACION,20.0
424,3K6X,GD LA HONDA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,RAD SOLAR,2024-03-14,OPERACION,975.0
425,3K7L,AGPE RTS TULUA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-14,OPERACION,60.0
426,3K7N,AGPE FUNGICOL Y CIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-14,OPERACION,80.0
427,3K7P,AGPE ANDALUCIA TALLER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-14,OPERACION,20.0
428,3K7R,AGPE ANDALUCIA POSCOSECHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-14,OPERACION,96.0
429,3K7T,AGPE ANDALUCIA PORTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-14,OPERACION,40.0
430,3K88,AGPE FABRICA CALZADO ROMULO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-21,OPERACION,75.0
431,3K8A,CELSIA SOLAR ALUMINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,RAD SOLAR,2024-03-24,OPERACION,1971.0
432,3K91,AGPE CALZACOSTA OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-28,OPERACION,40.0
433,3K93,AGPE CI FARMAPLAST,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-03-28,OPERACION,200.0
434,3KA2,AGPE PEDRO ANTONIO TOSCANO TOSCANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-01,OPERACION,9.0
435,3KA6,AGPE CC LA FLORIDA I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-04,OPERACION,36.0
436,3KA8,AGPE SOLUCIONES ADUANERAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-04,OPERACION,20.0
437,3KE2,AGPE BICITIENDA JR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-11,OPERACION,9.0
438,3KE4,AGPE CARLOS MANUEL BOOM BURGOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-11,OPERACION,4.5
439,3KE6,AGPE KALA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-11,OPERACION,30.0
440,3KK1,AGPE MEAT MARKET,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,35.0
441,3KK3,AGPE VITELSA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,480.0
442,3KK5,AGPE DINISSAN CALI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,50.0
443,3KK7,AGPE ABISAI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,45.0
444,3KK9,AGPE SUPERCANAVERAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,100.0
445,3KKB,AGPE JORGE EMILIO MONTES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,13.5
446,3KKD,AGPE VITE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-18,OPERACION,240.0
447,3KL4,POWER PLANT DRUMMOND 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GAS,2024-04-22,OPERACION,19900.0
448,3KL6,AGPE GASTROCESAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,30.0
449,3KL8,AGPE MANUEL GONZALEZ CASA 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,27.0
450,3KLA,AGPE JAIME HUMBERTO VELEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,4.0
451,3KLC,AGPE ALFONSO PAYAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,4.0
452,3KLE,AGPE ALFREDO PACHECO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,6.0
453,3KLG,AGPE CHM MINERIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,60.0
454,3KLI,AGPE JUAN ERAZO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-20,OPERACION,4.0
455,3KLK,AGPE SEMINARIO DIOCESANO CRISTO SACERDOTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-21,OPERACION,60.0
456,3KLM,AGPE BERNARDO LENIS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-22,OPERACION,2.0
457,3KLO,AGPE HENRI GALVIS NIETO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-22,OPERACION,10.12
458,3KLS,AGPE PARDO CORENA LTDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-23,OPERACION,9.0
459,3KLU,AGPE SUMILAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-25,OPERACION,35.0
460,3KO9,AGPE CACHARRERIA JUNIOR L,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-25,OPERACION,9.0
461,3KOD,ECOPARQUE SOLAR BRISAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,RAD SOLAR,2024-04-27,OPERACION,4000.0
462,3KOJ,AGPE MADEPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-27,OPERACION,27.600000000000005
463,3KOP,AGPE CASITA DEL CUY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-28,OPERACION,25.0
464,3KOR,AGPE SUBASTAR SAHAGUN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-28,OPERACION,13.5
465,3KOT,AGPE CESAR JULIO HERNANDEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-28,OPERACION,5.400000000000001
466,3KOV,AGPE INDUSTRIAS NEGLE II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RAD SOLAR,2024-04-28,OPERACION,30.0
467,ABJ1,LA CASCADA ( ABEJORRAL),HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2007-09-17,OPERACION,3000.0
468,AFR1,AGUA FRESCA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,AGUA,2008-04-10,OPERACION,7290.0
